J_day,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
471,27.15,0.05,0.05,0.05,0.0624464,0.56,0.05,0.05,0.05,0.0647759,0.05,0.05,0.057328,0.05,1.1953,0.05,0.05,0.235,5.96158,0.05,0.933422,0.05,0.05,0.3,0.05,4.68,1.305,2.025,0.18,0.345,5.55787,2.3377,-9.5,4.07,0.05,0.0638071,0.05,0.05,0.57,0.0516839,0.05,0.159992,0.0596481,0.161847,0.05,1.77463,0.574925,0.05,0.05,0.05,1.08245,0.876048,1.2078,0.494889,0.05,0.135769,0.05,0.0552481,0.147682,0.0734102,0.084567,0.05,0.177726,0.05,0.05,0.0519468,0.05,0.05,0.61,0.0765449,0.05,0.0585138,0.05,0.05,12.765,0.0719018,0.05,2.32089,1.48,0.46,0.512434,0.534071,0.84681,0.406591,0.7134,0.43353,0.743059,0.48274,0.34978,0.29669,3.76473,7.85143,0.33,1.85146,2.76708,0.765,1,0.0945389,0.334207,0.05,0.05,0.425466,0.138031,0.103272,0.389485,1.715,0.834017,0.849212,2.0231,0.695,1.57106,3.51444,0.46,0.112503,7.8,0.05,0.124201,0.160026,0.37,0.05,0.133295,0.05,0.13169,0.0775656,0.43,0.0648476,5.355,0.151119,2.955,0.0881826,0.05,0.393651,0.05,0.418669,0.552766,0.05,0.529922,0.05,10.01,0.20357,0.247173,0.10241,0.794264,10.275,0.05,0.118978,1.71,0.105581,0.05,0.05,0.10703,0.0806239,0.05,4.06,0.05,0.231575,0.0968589,0.31,0.05,0.0780922,1.665,0.0680165,0.0534877,0.0780824,0.25,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
472,27.15,0.05,0.05,0.05,0.05,0.595,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.43206,0.05,0.05,0.23,2.47282,0.05,0.387177,0.05,0.05,0.3,0.05,2.915,1.3,1.97,0.185,0.335,6.17405,2.59687,-9.5,4.05,0.05,0.0776142,0.05,0.05,0.55,0.0533678,0.05,0.146757,0.0692962,0.0905439,0.05,1.66119,0.538174,0.05,0.05,0.05,1.01325,0.820048,1.13059,0.463254,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.635,0.05,0.05,0.05,0.05,0.05,12.745,0.05,0.05,2.20237,1.49,0.455,0.486265,0.506797,0.803566,0.385828,0.676969,0.481699,0.705113,0.458088,0.388645,0.329656,4.51044,9.40662,0.32,2.2182,3.31518,0.77,1,0.0808514,0.28582,0.05,0.05,0.363867,0.118047,0.0883199,0.333095,1.72,0.626372,0.637784,1.51941,0.68,1.17991,3.90408,0.485,0.05,7.86,0.05,0.05,0.05,0.365,0.05,0.05,0.05,0.05,0.05,0.43,0.05,5.19,0.05,2.915,0.05,0.05,0.361086,0.05,0.384035,0.507039,0.05,0.486084,0.05,10,0.113885,0.138278,0.0572925,0.743492,10.405,0.05,0.0767598,1.705,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,4.485,0.05,0.13108,0.0548258,0.31,0.05,0.05,1.7,0.05,0.05,0.05,0.24,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
473,27.155,0.05,0.05,0.05,0.05,0.615,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.02197,0.05,0.05,0.225,2.62413,0.05,0.410868,0.05,0.05,0.3,0.05,2.025,1.3,1.945,0.195,0.335,4.73466,1.99145,-9.5,4.73,0.05,0.0776142,0.05,0.05,0.545,0.0533678,0.05,0.131964,0.0692962,0.0803577,0.05,2.85558,0.925119,0.05,0.05,0.05,1.74178,1.40966,1.94348,0.796331,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.67,0.05,0.05,0.05,0.05,0.05,12.745,0.05,0.05,1.89103,1.49,0.46,0.417524,0.435154,0.689969,0.331285,0.581269,0.427508,0.605434,0.39333,0.344922,0.29257,3.21881,6.7129,0.315,1.58299,2.36583,0.775,0.995,0.062071,0.219429,0.05,0.05,0.279347,0.0906267,0.0678046,0.255722,1.72,0.490922,0.499866,1.19085,0.655,0.924761,2.9939,0.49,0.05,7.83,0.05,0.05,0.05,0.36,0.05,0.05,0.05,0.05,0.05,0.425,0.05,5.165,0.05,2.8,0.05,0.05,0.32469,0.05,0.345326,0.455931,0.05,0.437089,0.05,9.995,0.101073,0.122722,0.0543624,1.27806,10.43,0.05,0.0767598,1.765,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,4.415,0.05,0.13108,0.0548258,0.31,0.05,0.05,1.69,0.05,0.05,0.05,0.235,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
474,27.155,0.0511038,0.05,0.0987018,0.139323,0.6,0.079626,0.0931675,0.05,0.146435,0.05,0.05,0.123697,0.05,0.786238,0.05,0.0757675,0.22,2.26099,0.05,0.35401,0.05,0.05,0.3,0.05,2.49,1.305,1.95,0.18,0.335,4.20859,1.77017,-9.5,5.35,0.05,0.0776142,0.05,0.05,0.53,0.0533678,0.05,0.121454,0.0692962,0.0679079,0.05,3.42408,1.1093,0.05,0.05,0.05,2.08854,1.6903,2.3304,0.95487,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.66,0.182366,0.05,0.127317,0.0941621,0.0859605,12.755,0.16819,0.05,1.68053,1.49,0.465,0.371046,0.386713,0.613162,0.294407,0.516563,0.391381,0.538038,0.349545,0.315774,0.267846,2.47634,5.16446,0.31,1.21784,1.82011,0.78,0.99,0.0655724,0.231807,0.05,0.05,0.295105,0.095739,0.0716295,0.270148,1.72,0.403601,0.410954,0.979029,0.67,0.760273,2.66124,0.49,0.05,7.805,0.05,0.05,0.05,0.355,0.05,0.05,0.05,0.05,0.05,0.425,0.05,5.205,0.05,2.545,0.05,0.05,0.29883,0.05,0.317822,0.419618,0.05,0.402276,0.05,9.995,0.0854139,0.103709,0.05,1.5325,10.4,0.05,0.0767598,1.765,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,4.205,0.05,0.13108,0.0548258,0.3,0.05,0.05,1.69,0.05,0.05,0.05,0.245,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
475,27.155,0.0586062,0.05,0.165469,0.256669,0.6,0.122642,0.153044,0.05,0.272636,0.05,0.05,0.221586,0.05,0.637597,0.05,0.113979,0.22,2.15291,0.05,0.337088,0.05,0.05,0.3,0.05,2.915,1.27,1.965,0.165,0.335,3.17836,1.33685,-9.5,4.99,0.05,0.0776142,0.05,0.05,0.535,0.0533678,0.05,0.105883,0.0692962,0.058954,0.05,4.41767,1.43119,0.05,0.05,0.05,2.69458,2.18079,3.00663,1.23195,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.645,0.353304,0.05,0.229713,0.155277,0.136864,12.75,0.32148,0.05,1.59915,1.485,0.46,0.353079,0.367988,0.583473,0.280151,0.49155,0.493742,0.511985,0.33262,0.398361,0.337897,2.00818,4.1881,0.31,0.987607,1.47602,0.78,0.99,0.0655724,0.231807,0.05,0.05,0.295105,0.095739,0.0716295,0.270148,1.72,0.335532,0.341645,0.813911,0.685,0.632049,2.00979,0.485,0.0687515,7.87,0.05,0.0746003,0.092513,0.355,0.05,0.0791476,0.05,0.0783452,0.0512828,0.43,0.05,5.18,0.0880594,2.49,0.0565913,0.05,0.260518,0.05,0.277076,0.365821,0.05,0.350703,0.05,10,0.067707,0.0768544,0.05,1.9772,10.425,0.05,0.0767598,1.645,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,4.19,0.05,0.13108,0.0548258,0.3,0.05,0.05,1.7,0.05,0.05,0.0515412,0.235,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
476,27.17,0.0575024,0.05,0.142288,0.220711,0.595,0.10546,0.131603,0.05,0.23444,0.05,0.05,0.190542,0.05,0.518787,0.05,0.0980111,0.22,2.09671,0.05,0.328288,0.05,0.05,0.3,0.05,1.32,1.24,1.955,0.165,0.335,4.51546,1.89925,-9.5,4.67,0.05,0.0776142,0.05,0.05,0.555,0.0533678,0.05,0.0942046,0.0692962,0.058954,0.05,4.14776,1.34375,0.05,0.05,0.05,2.52995,2.04754,2.82293,1.15668,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.655,0.303808,0.05,0.197531,0.133523,0.117689,12.76,0.276441,0.05,1.55139,1.475,0.455,0.342534,0.356997,0.566046,0.271784,0.476869,0.674379,0.496694,0.322685,0.544102,0.461518,1.63397,3.40769,0.31,0.803576,1.20097,0.78,0.99,0.0582512,0.205926,0.05,0.05,0.262156,0.0850497,0.0636321,0.239985,1.725,0.283277,0.288438,0.687155,0.695,0.533615,2.85529,0.485,0.291677,7.885,0.05,0.330669,0.450086,0.355,0.05,0.360984,0.05,0.355634,0.175219,0.43,0.137901,5.135,0.420396,2.715,0.210609,0.05,0.231785,0.05,0.246516,0.325473,0.05,0.312022,0.05,10,0.067707,0.0768544,0.05,1.8564,10.46,0.05,0.0767598,1.68,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,4.18,0.05,0.13108,0.0548258,0.31,0.05,0.05,1.69,0.05,0.105715,0.176941,0.22,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
477,27.175,0.0581252,0.05,0.144046,0.223439,0.585,0.106764,0.13323,0.05,0.237338,0.05,0.05,0.192897,0.05,0.439066,0.05,0.0992224,0.22,1.73789,0.05,0.272107,0.05,0.05,0.3,0.05,0.3,1.25,1.99,0.185,0.33,4.8199,2.0273,-9.5,4.48,0.05,0.0776142,0.05,0.05,0.56,0.0533678,0.05,0.0895333,0.0692962,0.0679079,0.05,2.33923,0.757837,0.05,0.05,0.05,1.42683,1.15476,1.59206,0.652337,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.66,0.307563,0.05,0.199973,0.135174,0.119144,12.765,0.279858,0.05,1.44702,1.47,0.455,0.31949,0.33298,0.527965,0.2535,0.444788,0.738606,0.463279,0.300977,0.595922,0.505473,1.38288,2.88404,0.31,0.680092,1.01642,0.78,0.99,0.050465,0.145161,0.05,0.05,0.184798,0.0621802,0.0528173,0.16917,1.73,0.264025,0.268835,0.640455,0.71,0.49735,3.0478,0.485,0.453072,7.855,0.05,0.513639,0.699134,0.35,0.05,0.560729,0.05,0.552419,0.272173,0.43,0.206322,5.12,0.653015,2.845,0.327146,0.05,0.220291,0.05,0.234292,0.309334,0.05,0.29655,0.05,9.995,0.0854139,0.103709,0.05,1.04696,10.41,0.05,0.0767598,1.74,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,4.185,0.05,0.13108,0.0548258,0.305,0.05,0.05,1.695,0.05,0.147503,0.274849,0.215,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
478,27.155,0.0581252,0.05,0.118526,0.170074,0.58,0.0943193,0.111503,0.05,0.179099,0.05,0.05,0.150244,0.05,0.384547,0.05,0.089423,0.22,4.18478,0.05,0.655223,0.05,0.05,0.3,0.05,2.475,1.245,2.09,0.18,0.32,3.56804,1.50076,-9.5,4.325,0.05,0.0776142,0.05,0.05,0.545,0.0533678,0.05,0.0910904,0.0692962,0.0679079,0.05,2.02629,0.656454,0.05,0.05,0.05,1.23595,1.00028,1.37907,0.565068,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.66,0.224694,0.05,0.154838,0.112765,0.102358,12.755,0.206706,0.05,1.32673,1.475,0.455,0.292931,0.3053,0.484076,0.232427,0.407813,0.734592,0.424767,0.275957,0.592683,0.502725,1.21117,2.52592,0.31,0.595644,0.890213,0.78,0.995,0.05,0.113653,0.05,0.05,0.144687,0.05,0.05,0.132451,1.73,0.245461,0.249933,0.595423,0.69,0.46238,2.2562,0.485,0.574118,7.89,0.05,0.650866,0.88592,0.355,0.05,0.710537,0.05,0.700007,0.344889,0.43,0.261444,5.135,0.827479,2.88,0.414548,0.05,0.224122,0.05,0.238366,0.314714,0.05,0.301707,0.05,10,0.0854139,0.103709,0.05,0.906897,13.125,0.05,0.0767598,1.665,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,4.215,0.05,0.13108,0.0548258,0.3,0.05,0.05,1.705,0.05,0.186911,0.34828,0.215,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
479,27.15,0.05,0.05,0.05,0.05,0.56,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.340314,0.05,0.05,0.215,5.87079,0.05,0.919207,0.05,0.05,0.3,0.05,4.415,1.21,2.11,0.165,0.335,3.003,1.26309,-9.5,4.23,0.05,0.0776142,0.05,0.05,0.54,0.0533678,0.05,0.135857,0.0692962,0.0679079,0.05,2.55176,0.826693,0.05,0.05,0.05,1.55646,1.25968,1.73671,0.711607,0.05,0.0634253,0.05,0.05,0.0667969,0.05,0.05,0.05,0.0752998,0.05,0.05,0.05,0.05,0.05,0.66,0.05,0.05,0.05,0.05,0.05,12.755,0.05,0.05,1.19936,1.48,0.45,0.26481,0.275991,0.437604,0.210114,0.368663,0.734592,0.383989,0.249465,0.592683,0.502725,1.07186,2.23538,0.31,0.527131,0.787817,0.785,0.995,0.05,0.0843958,0.05,0.05,0.107441,0.05,0.05,0.0983547,1.73,0.222771,0.22683,0.540384,0.66,0.419639,1.89891,0.485,0.420015,7.95,0.05,0.476163,0.648124,0.36,0.05,0.519817,0.05,0.512113,0.252315,0.43,0.193024,5.095,0.60537,2.815,0.303277,0.05,0.334268,0.05,0.355512,0.469381,0.05,0.449982,0.05,9.995,0.0854139,0.103709,0.05,1.14208,25.12,0.05,0.0767598,1.62,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,4.225,0.05,0.0905402,0.0524129,0.3,0.05,0.05,1.7,0.05,0.145123,0.254796,0.215,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
480,27.155,0.05,0.05,0.05,0.05,0.555,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.303626,0.05,0.05,0.21,5.94861,0.05,0.931391,0.05,0.05,0.3,0.05,5.475,1.225,2.025,0.18,0.355,3.48523,1.46593,-9.5,4.155,0.05,0.0776142,0.05,0.05,0.545,0.0533678,0.05,0.186074,0.0692962,0.0679079,0.05,5.03312,1.63057,0.05,0.05,0.05,3.06998,2.4846,3.42549,1.40358,0.05,0.0634253,0.05,0.05,0.0667969,0.05,0.05,0.05,0.0752998,0.05,0.05,0.05,0.05,0.05,0.66,0.05,0.05,0.05,0.05,0.05,12.755,0.05,0.05,1.17814,1.48,0.455,0.260123,0.271106,0.429859,0.206395,0.362138,0.734592,0.377193,0.24505,0.592683,0.502725,0.956301,1.99439,0.305,0.470301,0.702883,0.79,0.985,0.05,0.0596397,0.05,0.05,0.075925,0.05,0.05,0.069504,1.735,0.205582,0.209328,0.498688,0.655,0.38726,2.20384,0.485,0.0760435,7.96,0.05,0.082867,0.103765,0.355,0.05,0.0881722,0.05,0.087236,0.0556633,0.425,0.05,5.1,0.0985693,2.68,0.0618565,0.05,0.457822,0.05,0.486919,0.642876,0.05,0.616308,0.05,9.985,0.0854139,0.103709,0.05,2.25265,34.24,0.05,0.0767598,1.595,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,4.215,0.05,0.0905402,0.0524129,0.305,0.05,0.05,1.685,0.05,0.05,0.0559648,0.215,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
481,27.16,0.05,0.05,0.0924667,0.129652,0.555,0.0750047,0.0874006,0.05,0.136162,0.05,0.05,0.115347,0.05,0.279452,0.05,0.0714727,0.215,5.55953,0.05,0.870472,0.05,0.05,0.3,0.05,4.89,1.265,2.025,0.18,0.34,4.04297,1.70051,-9.5,4.335,0.05,0.0776142,0.05,0.05,0.535,0.0533678,0.05,0.199309,0.0692962,0.0656443,0.05,8.5589,2.77282,0.05,0.05,0.05,5.22056,4.22511,5.82512,2.38681,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.655,0.169053,0.05,0.118661,0.088311,0.0808033,12.76,0.156077,0.05,1.20821,1.48,0.455,0.266762,0.278026,0.440832,0.211663,0.371382,0.734592,0.386821,0.251305,0.592683,0.502725,0.880164,1.8356,0.305,0.432858,0.646923,0.785,0.98,0.05,0.0587583,0.05,0.05,0.0679764,0.05,0.05,0.0643419,1.74,0.18633,0.189725,0.451988,0.66,0.350995,2.55652,0.49,0.11542,7.935,0.05,0.127507,0.164527,0.345,0.05,0.136905,0.05,0.135247,0.0793178,0.415,0.0661758,4.955,0.155323,2.475,0.0902887,0.05,0.490387,0.05,0.521554,0.688604,0.05,0.660146,0.05,9.99,0.0825668,0.100252,0.05,3.83068,47.625,0.05,0.0767598,1.575,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,4.32,0.05,0.13108,0.0548258,0.31,0.05,0.05,1.705,0.05,0.0544373,0.0798518,0.225,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
482,27.155,0.102122,0.05,0.285215,0.442413,0.54,0.211394,0.263798,0.05,0.469935,0.05,0.05,0.381941,0.0595182,0.406663,0.05,0.196463,0.215,6.92131,0.05,1.08369,0.05,0.05,0.3,0.05,8.14,1.235,2.1,0.165,0.335,7.83508,3.29552,-9.5,4.56,1.03629,1.94941,0.692034,0.05,0.54,1.34042,0.05,0.292735,1.74049,0.357648,0.05,15.4475,5.00451,0.05,0.05,0.05,9.4223,7.62567,10.5134,4.30782,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.63,0.608981,0.05,0.395951,0.267647,0.235908,12.77,0.554125,0.05,1.64338,1.48,0.445,0.362844,0.378165,0.599608,0.287899,0.505144,0.722549,0.526144,0.341818,0.582967,0.494484,1.28083,2.6712,0.31,0.629901,0.941411,0.785,0.975,0.05,0.110521,0.05,0.05,0.133874,0.0603212,0.0514264,0.124666,1.74,0.380911,0.387851,0.92399,0.685,0.717531,4.9544,0.49,0.770999,7.85,0.05,0.874068,1.18973,0.345,0.05,0.954202,0.05,0.94006,0.463162,0.42,0.351101,4.985,1.11125,2.445,0.556709,0.801493,0.720256,0.05,0.766032,1.01139,0.05,0.969589,0.05,9.995,0.449847,0.5462,0.231253,6.91377,67.935,0.05,1.18082,1.65,1.04786,0.05,0.05,1.06224,0.800171,0.05,4.16,0.05,0.13108,0.0548258,0.31,0.05,0.05,1.7,0.05,0.251008,0.467715,0.22,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
483,27.145,0.102122,0.05,0.242748,0.362762,0.52,0.18639,0.226397,0.05,0.383773,0.05,0.05,0.316594,0.0595182,0.834927,0.05,0.17499,0.21,5.499,0.05,0.860995,0.05,0.05,0.3,0.05,8.145,1.19,2.035,0.165,0.33,10.7675,4.5289,-9.5,4.435,1.03629,1.94941,0.692034,0.05,0.55,1.34042,0.05,0.370979,1.74049,0.570427,0.05,22.1014,7.16016,0.05,0.05,0.05,13.4809,10.9104,15.042,6.16338,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.65,0.489928,0.05,0.32729,0.229336,0.205105,12.775,0.448048,0.05,2.49602,1.48,0.445,0.551101,0.57437,0.910708,0.437272,0.767232,0.674379,0.799128,0.519167,0.544102,0.461518,2.62969,5.48429,0.305,1.29326,1.93283,0.79,0.97,0.05,0.126031,0.05,0.05,0.160445,0.0603212,0.0514264,0.146876,1.73,0.603683,0.614681,1.46437,0.69,1.13717,6.80865,0.48,1.03691,7.795,0.05,1.17553,1.60006,0.35,0.05,1.2833,0.05,1.26428,0.622903,0.42,0.472194,5.095,1.49451,2.66,0.748714,0.801493,0.912771,0.05,0.970783,1.28172,0.05,1.22875,0.05,10.005,0.717477,0.871154,0.360943,9.89183,57.19,0.05,6.29046,1.645,5.58218,0.05,0.05,5.65876,4.26267,0.05,4.04,0.05,0.13108,0.0548258,0.31,0.05,0.05,1.69,0.05,0.33758,0.629027,0.21,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
484,27.15,0.05,0.05,0.05,0.05,0.505,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.992655,0.05,0.05,0.21,2.46418,0.05,0.385823,0.05,0.05,0.3,0.05,4.48,1.2,1.885,0.175,0.325,6.66846,2.80482,-9.5,4.385,0.150984,0.276824,0.108097,0.05,0.555,0.190345,0.05,0.314924,0.247157,0.278423,0.05,14.4213,4.67206,0.05,0.05,0.05,8.79637,7.1191,9.81502,4.02165,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.71,0.05,0.05,0.05,0.05,0.05,12.765,0.05,0.05,2.66231,1.48,0.445,0.587815,0.612635,0.971378,0.466403,0.818344,0.545926,0.852365,0.553753,0.440464,0.37361,3.12647,6.52033,0.3,1.53758,2.29796,0.79,0.97,0.05,0.0742683,0.05,0.05,0.0945481,0.05,0.05,0.0865521,1.71,0.534239,0.543972,1.29592,0.685,1.00636,4.21671,0.47,0.476892,7.825,0.05,0.540643,0.735891,0.35,0.05,0.590209,0.05,0.581462,0.286483,0.41,0.217169,5.09,0.687347,2.79,0.344345,0.121733,0.77485,0.05,0.824096,1.08805,0.05,1.04308,0.05,10.01,0.350197,0.425206,0.17969,6.45449,25.035,0.05,9.13569,1.58,8.10705,0.05,0.05,8.21826,6.1907,0.05,4.12,0.05,0.13108,0.0548258,0.31,0.05,0.05,1.705,0.05,0.155258,0.289299,0.215,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
485,27.155,0.102689,0.05,0.244347,0.365242,0.5,0.187575,0.227876,0.05,0.386407,0.05,0.05,0.318735,0.0597716,0.775608,0.05,0.176091,0.21,3.38932,0.05,0.530676,0.05,0.05,0.3,0.05,5.12,1.21,1.84,0.175,0.33,7.74984,3.25966,-9.5,4.225,0.150984,0.276824,0.108097,0.05,0.56,0.190345,0.05,0.27405,0.247157,0.237678,0.05,5.28999,1.71379,0.05,0.05,0.05,3.22666,2.61141,3.60032,1.47521,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.73,0.493342,0.05,0.329509,0.230836,0.206427,12.76,0.451155,0.05,1.26128,5.155,0.44,0.291762,0.303026,0.465832,0.236663,0.396382,0.399409,0.411821,0.276305,0.322251,0.27334,2.44286,5.09464,0.3,1.20138,1.79551,0.79,0.97,0.05,0.0587583,0.05,0.05,0.0679764,0.05,0.05,0.0643419,1.7,0.478546,0.487264,1.16082,0.685,0.901447,4.9005,0.47,0.407376,7.825,0.05,0.461834,0.628621,0.35,0.05,0.504175,0.05,0.496703,0.244722,0.42,0.185513,5.075,0.587153,2.835,0.29415,0.121733,0.674282,0.05,0.717137,0.946831,0.05,0.907701,0.05,10.005,0.298949,0.362981,0.153908,2.36762,10.43,0.05,5.43459,1.6,4.82268,0.05,0.05,4.88883,3.68269,0.05,3.99,0.05,0.13108,0.0548258,0.31,0.05,0.05,1.705,0.05,0.132626,0.247128,0.21,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
486,27.15,0.144845,0.05,0.408957,0.634357,0.5,0.303109,0.378248,0.05,0.673819,0.05,0.05,0.547649,0.0648293,0.647712,0.05,0.281699,0.205,4.06373,0.05,0.63627,0.05,0.05,0.3,0.05,7.33,1.225,1.825,0.165,0.335,7.30414,3.07219,-9.5,3.895,0.05,0.0776142,0.05,0.05,0.56,0.0533678,0.05,0.291178,0.0692962,0.414238,0.05,5.29781,1.71633,0.05,0.05,0.05,3.23143,2.61527,3.60564,1.47739,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.725,0.873191,0.05,0.567736,0.383767,0.338258,12.765,0.794536,0.05,0.106138,12.02,0.45,0.05,0.05,0.05,0.05,0.05,0.311098,0.05,0.05,0.251,0.212903,2.04004,4.25454,0.305,1.00327,1.49943,0.795,0.965,0.0523749,0.121774,0.05,0.05,0.148199,0.0649687,0.0549036,0.13778,1.7,0.549365,0.559374,1.33261,0.665,1.03485,4.61867,0.47,0.609119,7.785,0.05,0.690547,0.93993,0.35,0.05,0.753855,0.05,0.742683,0.365915,0.43,0.277383,5.13,0.877927,2.835,0.439821,0.05,0.716425,0.05,0.761958,1.00601,0.05,0.964432,0.05,9.995,0.521025,0.632623,0.262113,2.37112,10.37,0.05,2.21196,1.65,1.9629,0.05,0.05,1.98983,1.49891,0.05,3.97,0.05,0.13108,0.0548258,0.31,0.05,0.05,1.72,0.05,0.198306,0.369513,0.205,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
487,34.265,0.0921565,0.05,0.21461,0.319116,0.5,0.165535,0.200372,0.05,0.337412,0.05,0.05,0.278914,0.0550577,0.52993,0.05,0.155608,0.205,3.81299,0.05,0.597011,0.05,0.05,0.3,0.05,8.84,1.25,1.765,0.17,0.335,2.52077,1.06026,-9.5,3.85,0.780217,1.46561,0.52313,0.05,0.54,1.00776,0.05,0.277553,1.30854,0.404052,0.05,6.3253,2.0492,0.05,0.05,0.05,3.85816,3.12249,4.30494,1.76393,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.72,0.429849,0.05,0.288227,0.202931,0.181831,12.97,0.393381,0.05,0.909253,15.35,0.465,0.214038,0.22202,0.33739,0.174993,0.288175,0.258913,0.299116,0.203084,0.208896,0.17719,1.66907,3.48089,0.305,0.820837,1.22677,0.795,0.97,0.0523749,0.178919,0.05,0.05,0.227775,0.0738956,0.0552869,0.208512,1.705,0.502611,0.511767,1.2192,0.65,0.946779,1.59397,0.47,0.37043,7.845,0.05,0.419949,0.57161,0.355,0.05,0.45845,0.05,0.451656,0.222528,0.44,0.171772,5.395,0.533903,2.71,0.267473,0.604872,0.682902,0.05,0.726305,0.958935,0.05,0.919305,0.05,10.02,0.508213,0.617067,0.255668,2.83099,10.215,0.05,1.91132,1.725,1.69611,0.05,0.05,1.71938,1.29518,0.05,4.065,0.05,0.13108,0.0548258,0.31,0.05,0.05,1.745,0.05,0.12993,0.224716,0.225,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
