time,atemp,dtemp,windspd,solrad,cloud
209.333,25.6,20.6,0.7,0.75,0.4
209.375,28.6,19.2,0.9,1.75,0.1
209.417,29.3,19.8,1.6,2.47,0.2
209.458,30.7,19.7,2.8,3.05,0.2
209.5,31.5,18.4,2.9,3.31,0.2
209.542,34,18,2.5,3.64,0.2
209.583,33,17.9,2.8,1.71,0.3
209.625,32.8,18.1,3.2,1.88,0.5
209.667,33.5,17.2,3.6,2.32,0.3
209.708,32.5,18.2,4.8,1.77,0.3
209.75,31.5,19.8,4.2,1.03,0.1
209.792,30.1,19.4,4,0.49,0.5
209.833,28.9,20,4.8,0.05,0.3
209.875,28.2,20.4,3.5,0,0.3
209.917,27.7,20.5,2.8,0,0.5
209.958,26.7,20.2,1.5,0,0.4
210,26.2,21.1,1.3,0,0.2
210.042,26,21.2,0.7,0,0.5
210.083,25.3,21.5,1.6,0,0.5
210.125,24.7,21.8,1.5,0,0.2
210.167,24.2,20.5,0.8,0,0.4
210.208,23.8,20.5,1.6,0,0.3
210.25,23.7,20.6,1.7,0.05,0.2
210.292,24.5,20.4,2.1,0.46,0.2
210.333,26.4,20.2,1.6,1.13,0.2
210.375,28.3,18.9,1.5,1.78,0.3
210.417,30.2,19.5,2,2.48,0.4
210.458,32.5,18.6,1.8,2.99,0.6
210.5,33.9,17.9,0.6,3.15,0.6
210.542,34,16.8,1.9,3.56,0.6
210.583,33.5,17.2,1.9,2.13,0.8
210.625,34.3,17.5,1.6,1.86,0.7
210.667,34.6,16.8,1.4,1.32,0.7
210.708,33.9,17.1,1.7,0.92,0.8
210.75,33.5,18,1.4,0.41,0.8
210.792,31.4,20.9,2,0.07,0.8
210.833,29.6,22,1.7,0,0.8
210.875,29.6,20.7,1.1,0,0.7
210.917,29.3,20.7,1.3,0,0.7
210.958,28.6,20.8,1,0,0.6
211,27.9,21.4,1.1,0,0.7
211.042,27.3,21.3,0.7,0,0.6
211.083,26.9,21.6,0.4,0,0.5
211.125,26.4,21.8,0.8,0,0.6
211.167,26.3,21.5,0.9,0,0.4
211.208,25.6,21,0.4,0,0.6
211.25,25.6,21.2,0.2,0.03,0.4
211.292,27.2,20.7,0.4,0.49,0.6
211.333,28.4,20.9,0.9,1.04,0.4
211.375,29.6,21,1.4,1.68,0.2
211.417,31.7,20.9,1.9,2.33,0.3
211.458,32.6,20.4,1.8,2.45,0.5
211.5,33.6,19.6,2.2,3.11,0.7
211.542,34.6,19.8,1.3,1.67,0.8
211.583,33.7,18.6,2.2,1.34,0.7
211.625,35,17.2,1.8,2.56,0.7
211.667,34.5,17.6,1.7,1.2,0.8
211.708,34.7,16.5,2.5,1.64,0.8
211.75,34.8,15.6,2.5,1.35,0.8
211.792,32.9,19.3,2.8,0.55,0.8
211.833,31.7,18.6,2.4,0.08,0.8
211.875,31.1,18.4,1.8,0,0.9
211.917,29.9,17.6,1.3,0,0.8
211.958,28.9,18,0.9,0,0.6
212,28.4,19,1.8,0,0.5
212.042,27.7,18.9,1.4,0,0.1
212.083,27,19,1.3,0,0.2
212.125,26.5,19.3,0.8,0,0.3
212.167,25.9,19.7,0.7,0,0.3
212.208,25.4,19.7,0.3,0,0.3
212.25,26.1,20.4,0.7,0.03,0.7
212.292,26.5,20.1,1,0.31,0.8
212.333,27.9,20.4,0.3,0.54,0.8
212.375,29.6,21,0.9,1.41,0.8
212.417,31.7,21.2,1.4,2.07,0.7
212.458,32.4,20.3,1.5,2.89,0.5
212.5,34.4,19.2,1.7,3.18,0.5
212.542,35.4,18.9,1.1,2.91,0.8
212.583,34.3,19.1,1.7,1.92,0.8
212.625,35.7,19.5,1.3,1.82,0.7
212.667,36.2,19.1,2,1.63,0.7
212.708,34,20,3.3,1.66,0.8
212.75,32.9,22,4,0.75,0.8
212.792,32,22.1,3.5,0.49,0.8
212.833,27.3,21.5,2.8,0.1,0.8
212.875,26.4,24.4,1.9,0,0.7
212.917,26.3,24.3,1.7,0,0.5
212.958,26.8,24.6,0.9,0,0.6
213,27.3,24.5,0.4,0,0.8
213.042,26.8,24.2,0.5,0,0.8
213.083,26.2,24,1.6,0,0.6
213.125,26.2,24.6,1.2,0,0.4
213.167,26.4,24.6,0.2,0,0.7
213.208,26,24.2,1,0,0.8
213.25,26.3,24.5,0.3,0.03,0.5
213.292,26.8,24.8,0.3,0.25,0.8
213.333,28,25,1.2,0.79,0.7
213.375,30.1,24.9,1.5,1.57,0.8
213.417,31.4,22.9,1,1.83,0.8
213.458,32.2,21,1.8,2.88,0.6
213.5,32.9,21.4,1.7,2.9,0.6
213.542,32.5,22.2,2.5,2.33,0.9
213.583,29.8,22.7,4.3,1.68,0.8
213.625,30.6,22.2,4.1,2.49,0.9
213.667,27.3,22.2,0.8,0.36,1
213.708,27.5,23.3,1.5,0.31,1
213.75,27.3,22.9,3.5,0.02,1
213.792,26.3,23.6,2,0,1
213.833,25.7,24.1,0.6,0,1
213.875,25.4,23.9,1,0,1
213.917,25.5,24.6,0.9,0,1
213.958,25.7,24.4,1,0,1
214,25.9,24.6,0.8,0,1
214.042,26,24.5,1,0,0.8
214.083,25.7,24.4,0.7,0,0.7
214.125,25.3,24.2,1.6,0,0.6
214.167,25.3,24.2,0.2,0,0.6
214.208,25.2,24.3,1,0,0.7
214.25,25.1,23.8,1.2,0.03,0.8
214.292,25.7,24.2,1.3,0.25,0.9
214.333,26.8,24.6,0.5,0.4,0.9
214.375,27.7,24.7,1.3,0.83,0.8
214.417,30.1,24,1.2,2.19,0.8
214.458,30.4,23,0.7,1.87,0.8
214.5,31.9,23.7,1.2,2.21,0.8
214.542,31.7,22.4,1.6,1.73,0.7
214.583,31.4,23.5,4.2,2.41,0.7
214.625,31.4,23.5,3,2.13,0.8
214.667,31.6,22.8,1.4,1.03,0.8
214.708,29.7,22.9,2.6,0.64,0.8
214.75,27.6,22.3,2.8,0.36,0.8
214.792,27.2,22.3,1.3,0.24,1
214.833,27,23.4,1,0.01,0.5
214.875,27,24,0.6,0,0.4
214.917,26.4,24.2,0,0,0.7
214.958,26.1,24.1,0.5,0,0.8
215,25.7,23.9,0.8,0,0.8
215.042,25.4,23.6,1.4,0,0.6
215.083,25.2,23.6,0.2,0,0.7
215.125,25.2,23.2,0.8,0,0.8
215.167,24.9,23.5,0.6,0,0.8
215.208,25,23.6,1,0,0.8
215.25,24.8,23.4,0.9,0.02,0.8
215.292,25.2,23,2.3,0.33,0.8
215.333,27.1,23.7,1.2,1.05,0.8
215.375,27.7,23.2,1.1,1.38,0.7
215.417,30.1,22.2,1.2,1.88,0.8
215.458,28.9,21.9,0.7,0.54,1
215.5,30.9,21.3,1.4,2.05,0.6
215.542,32.1,21.6,1.7,3.22,0.5
215.583,32.6,19.8,1.5,2.77,0.8
215.625,32.9,21,1.8,1.15,0.7
215.667,32.9,21.7,1.1,1.21,0.7
215.708,32.6,20.8,1.8,1.24,0.7
215.75,32.8,20.3,2.2,1.11,0.6
215.792,31.6,21.7,1.7,0.37,0.7
215.833,30.7,22,1.6,0.04,0.2
215.875,29.9,22,1.2,0,0.2
215.917,29.1,22.8,0.9,0,0.3
215.958,28.2,22.8,0.4,0,0.4
216,27.6,23.4,0.4,0,0.4
216.042,27.4,23,0.3,0,0.7
216.083,26.5,24.1,0.4,0,0.6
216.125,26,23.8,0.4,0,0.5
216.167,25.7,24.1,0.1,0,0.3
216.208,25,23.6,0.8,0,0.3
216.25,25.1,23.8,0.4,0.03,0.2
216.292,26.1,23.7,1.1,0.4,0.3
216.333,28.1,23.2,1.1,0.98,0.2
216.375,29.3,22.7,1,1.76,0.2
216.417,31,20.5,1.9,2.31,0.1
216.458,31.9,21.1,1.5,2.84,0.1
216.5,33.4,20.8,1.6,3.14,0.1
216.542,34.2,19.4,1.5,3.07,0.4
216.583,34.2,20.1,1.9,2.62,0.4
216.625,34.4,21.7,1.9,1.77,0.4
216.667,33.8,19.8,1.8,1.01,0.4
216.708,33.6,19.6,1.7,0.58,0.3
216.75,33.2,20.7,0.9,0.43,0.2
216.792,32.6,21.4,0.9,0.21,0.2
216.833,31.2,22.2,1.1,0.01,0.7
216.875,30.8,22.1,1.6,0,0.3
216.917,30.6,20.8,0.7,0,0.3
216.958,28.8,22.2,1.5,0,0.3
217,28.5,22,0.5,0,0.2
217.042,27.5,22.6,0.1,0,0.2
217.083,26.6,22.4,1.2,0,0.2
217.125,26.2,22.6,1.1,0,0
217.167,25.9,22.9,0.7,0,0
217.208,25.4,23.2,0.4,0,0
217.25,25.2,23.2,0.8,0.02,0
217.292,26.8,21.9,0.9,0.4,0
217.333,29.6,22.8,0.8,1.04,0
217.375,30.2,22.6,1.2,1.73,0
217.417,31,22.3,1.7,2.35,0.1
217.458,32.4,21.5,1.8,2.89,0.3
217.5,34.6,21.6,1.4,3.31,0.4
217.542,34.4,21.1,1.6,3.15,0.6
217.583,35.4,19.3,2.6,3.17,0.6
217.625,36,20.6,1.1,2.73,0.7
217.667,35.6,21.4,2.7,2.28,0.5
217.708,34.8,21.1,1.3,0.61,0.4
217.75,34.1,22.5,2.7,0.36,0.6
217.792,32.9,22.6,1.7,0.09,0.4
217.833,32.1,22.7,1.4,0,0.3
217.875,31.3,23.1,2.3,0,0.2
217.917,30.3,22.7,2.9,0,0.8
217.958,29.8,22.7,2.1,0,0.8
218,29.1,22.5,0.8,0,0.5
218.042,28.3,22.9,1.2,0,0.3
218.083,27.2,22.5,1.7,0,0.1
218.125,26.4,22.8,0.8,0,0
218.167,25.9,22.5,0.7,0,0
218.208,25.2,23.4,1.2,0,0
218.25,25,22.8,0.6,0.02,0
218.292,26.7,22.1,1.7,0.42,0
218.333,27.4,22.3,2.5,1.09,0
218.375,29.5,21.9,1.1,1.78,0.1
218.417,31.6,22,1.4,2.42,0.1
218.458,32.9,21.7,2.3,2.93,0.2
218.5,34.1,21.8,2.9,3.26,0.3
218.542,34.9,20,1.9,3.38,0.4
218.583,35.4,19.3,2.7,2.71,0.4
218.625,35.8,18.8,1.7,1.8,0.5
218.667,35.6,18.6,1.8,1.38,0.5
218.708,35.9,19.3,2,1.25,0.7
218.75,34.2,20.5,2.4,0.67,0.7
218.792,32.9,20.4,4,0.17,0.8
218.833,30.1,21.1,2.2,0,0.8
218.875,29,20.1,1.5,0,0.7
218.917,28.9,20.8,1.1,0,0.8
218.958,28.2,21.9,0.9,0,0.3
219,27.7,21.9,1.2,0,0.2
219.042,27.1,22.2,1,0,0.5
219.083,26.4,21.6,0.9,0,0.5
219.125,26.4,21.8,0.6,0,0.3
219.167,25.9,21.9,0.5,0,0.3
219.208,25.6,21.8,0.8,0,0.4
219.25,26,22,0.8,0.02,0.6
219.292,26.9,22,1.6,0.37,0.1
219.333,29.7,22.1,0.9,1.02,0
219.375,29.8,21.4,1.6,1.71,0.1
219.417,30.9,21,1.6,2.36,0.1
219.458,32.4,22.1,0.8,2.74,0.6
219.5,33.9,21.3,1.6,3.18,0.6
219.542,34.5,18.9,2.3,3.44,0.6
219.583,36.1,19.9,1.1,2,0.7
219.625,34.7,21.3,2.6,1.74,0.7
219.667,33,22.4,3.6,0.71,0.9
219.708,30.1,23.2,1,0.54,0.9
219.75,29,23.8,1.5,0.33,0.9
219.792,29.5,23.4,0.7,0.23,0.9
219.833,29.8,23.9,1.8,0.02,1
219.875,29.3,23.4,3.8,0,0.9
219.917,25.4,21.8,4.9,0,0.9
219.958,23.2,21.4,2.2,0,1
220,23.7,21.9,1.9,0,0.8
220.042,23.9,22.3,1.8,0,0.8
220.083,23.6,22.2,1.1,0,0.9
220.125,23.9,22.3,0.7,0,0.9
220.167,23.9,22.3,1,0,0.8
220.208,24.3,22.5,2,0,0.7
220.25,23.8,22.2,1.2,0.02,0.9
220.292,25.3,22.9,0.6,0.27,0.8
220.333,25.5,22.3,0.8,0.5,0.6
220.375,26.5,23.5,1.5,1,0.9
220.417,27.3,23.9,1.1,0.91,0.9
220.458,28.8,21,3.3,1.15,0.9
220.5,28.4,22.1,2.6,0.78,1
220.542,29,21.9,2.9,0.99,1
220.583,28.1,21.1,4.3,0.77,1
220.625,27,22.1,4.5,0.43,1
220.667,25.7,20.9,3.2,0.25,1
220.708,25.2,21.4,3,0.32,1
220.75,25.6,21.4,2.5,0.22,1
220.792,25.5,20.9,1.1,0.08,1
220.833,25,22.2,0.6,0,1
220.875,24.8,21.9,0.7,0,1
220.917,24,22.4,1.3,0,1
220.958,23.3,21.5,1.3,0,1
221,23.2,21.4,1.2,0,1
221.042,23.5,21.9,0.7,0,1
221.083,23.9,21.4,2.4,0,1
221.125,24.4,19.8,2.4,0,0.8
221.167,24.6,19.4,2.1,0,0.9
221.208,24.7,19.7,1.2,0,0.9
221.25,25,18.6,2.6,0,0.9
221.292,25.4,17.3,2.8,0.09,0.8
221.333,26.1,17.7,1.8,0.47,0.8
221.375,27.5,15.8,3.2,1.44,0.6
221.417,28.8,17.6,2.4,1.88,0.7
221.458,29,16.2,1.6,1.85,0.7
221.5,29.7,16.8,2.7,2.25,0.7
221.542,30,16,2.8,2.33,0.8
221.583,31.3,16.8,1.3,2.09,0.7
221.625,31.7,15.6,1.8,2.51,0.6
221.667,31.2,15.6,1.9,1.62,0.7
221.708,31.4,16.1,2.6,1.25,0.6
221.75,30.8,17.8,3,1.23,0.5
221.792,28.6,18.9,4.4,0.38,0.8
221.833,27.8,18.2,3,0.01,0.7
221.875,25.5,18.9,4.2,0,0.7
221.917,25.4,19.2,3.3,0,0.7
221.958,24.8,19.8,2.6,0,0.8
222,24.6,20.5,3.8,0,0.8
222.042,24.4,19.6,3.8,0,1
222.083,24.3,18.4,2.1,0,1
222.125,23.9,17.3,2.6,0,0.8
222.167,23.4,17.8,2.8,0,0.9
222.208,23.4,17.8,3.2,0,0.8
222.25,21.8,19.5,2.6,0,0.9
222.292,21.3,19,2,0.03,0.9
222.333,21.4,19.3,3.1,0.12,0.9
222.375,21.4,19.8,3,0.29,0.9
222.417,22.5,20,3.2,0.63,0.9
222.458,25.1,19.9,3.7,1.69,0.7
222.5,26.7,19,3.6,2.73,0.8
222.542,27.2,19.5,3.2,2.09,0.8
222.583,26.7,19.5,2.5,1.26,0.9
222.625,25,20.4,2.2,0.21,0.9
222.667,24.8,21.7,1.2,0.34,0.9
222.708,24.5,22.3,1.6,0.24,0.9
222.75,24.3,21.4,2,0.26,0.9
222.792,23.8,20.9,1.2,0.13,0.9
222.833,23.2,20.1,2.5,0.01,0.9
222.875,22.2,19.9,1.3,0,0.9
222.917,22.3,20.5,0.2,0,0.8
222.958,22.7,20.7,0.7,0,1
223,22.3,20.5,0.6,0,0.3
223.042,21.9,20.3,0.8,0,0.7
223.083,22.2,20.6,0.7,0,0.5
223.125,22.3,20.9,0.5,0,0.2
223.167,22.3,21.1,0.7,0,1
223.208,22.3,21.1,0.6,0,0.4
223.25,22.4,21.3,0.6,0.01,1
223.292,22.5,21.3,1,0.17,1
223.333,23.3,21.9,0.2,0.32,1
223.375,24.7,22,1.4,0.81,1
223.417,26.7,22.1,1.6,1.75,0.6
223.458,28.6,21.6,1.2,2.56,0.5
223.5,29.3,19.3,1.7,2.91,0.5
223.542,30.5,19.2,1.9,3.01,0.6
223.583,31.2,15.9,1.4,2.4,0.4
223.625,31.7,16,1.7,2.96,0.5
223.667,31.2,18.8,3.4,1.64,0.4
223.708,30.2,18.6,2.5,0.96,0.4
223.75,27.4,20.4,1.9,0.26,1
223.792,25.2,19.7,3,0.14,1
223.833,24.4,22.4,4.3,0.04,0.7
223.875,24.1,21.7,0.8,0,0.5
223.917,23.3,21.1,1.7,0,0.8
223.958,23,21.2,0.7,0,0.6
224,23,21.4,0.5,0,0.3
224.042,22.7,21.3,1.5,0,0.5
224.083,22.5,21.3,0.4,0,0.6
224.125,22.1,20.7,0.9,0,0.5
224.167,21.7,20.3,1.3,0,0.5
224.208,21.8,20.6,1.6,0,0.7
224.25,22,20.9,1.8,0.01,0.9
224.292,22.2,20.8,1.4,0.17,1
224.333,23.9,21.4,1.5,0.72,0.7
224.375,25.2,21.2,2.3,1.55,0.2
224.417,27.1,20.9,2.7,2.28,0.2
224.458,28.2,19.6,3.6,2.74,0.4
224.5,29.8,19.4,2.6,2.9,0.7
224.542,29.7,18.1,4.1,2.44,0.7
224.583,30,18.7,2.9,2.74,0.7
224.625,30.5,18.5,3.2,2.38,0.6
224.667,29.9,18.6,3.3,1.06,0.8
224.708,28.9,18.6,4.2,0.6,0.8
224.75,27.7,19.4,3.7,0.19,0.8
224.792,26.2,20.2,2.8,0.07,0.9
224.833,26.3,19.9,3.7,0,1
224.875,26.5,19.3,2.3,0,0.9
224.917,26.3,19.1,2,0,1
224.958,25.7,19.8,2.7,0,1
225,25.2,20.6,1.9,0,0.8
225.042,24.8,21.3,0.9,0,1
225.083,24.8,21.3,1.5,0,1
225.125,24.5,21.2,1.1,0,0.5
225.167,24.1,21.2,1.4,0,0.6
225.208,23.7,21.2,0.8,0,0.6
225.25,23.6,21.1,0.5,0.01,0.6
225.292,23.7,21,1.5,0.25,0.8
225.333,23.9,20.8,2,0.4,0.9
225.375,24.9,19.7,1.7,1.03,0.9
225.417,25.9,19.2,1.8,1,0.9
225.458,27.5,18.4,2.8,1.86,0.8
225.5,27.6,18.8,2.7,1.42,0.9
225.542,28.7,18.1,2.7,1.65,0.9
225.583,29.1,16.9,3.9,2.4,0.7
225.625,29.2,16.7,5.1,2.4,0.8
225.667,28.2,18.5,4.8,1.73,0.8
225.708,27.4,18.3,3.8,1.19,0.9
225.75,27,18.8,3.2,0.48,0.8
225.792,25.9,18.5,2.7,0.18,1
225.833,25.2,18.8,4.2,0,1
225.875,24.9,19,2.7,0,0.8
225.917,24.7,19.3,1.3,0,1
225.958,24.9,19.2,1.3,0,1
226,24.2,19.9,1.5,0,1
226.042,23.7,21.4,0.6,0,1
226.083,23.5,21,0.3,0,1
226.125,23.1,21.3,0.5,0,1
226.167,22.8,21,0.8,0,1
226.208,22.8,21.2,0.3,0,1
226.25,22.6,21,0.6,0,1
226.292,22.6,21.2,0.5,0.03,1
226.333,22.5,20.9,0.8,0.15,1
226.375,22,19.9,1.8,0.32,1
226.417,22.8,20.7,0.9,0.58,1
226.458,23.4,21.1,0.8,0.66,1
226.5,23.7,20.6,1.1,1.28,1
226.542,24.8,20.2,3.4,1.48,1
226.583,24.8,19.4,3.2,1.15,1
226.625,25.8,17.7,3.1,1.86,0.9
226.667,26.4,17.7,3,1.57,0.8
226.708,25.3,14.7,4.1,0.77,0.9
226.75,25,16.6,1.4,0.29,0.9
226.792,24,17.2,1,0.14,0
226.833,23.1,17.3,2.1,0,1
226.875,22.6,18.5,0.9,0,0.8
226.917,22.3,18.8,0.9,0,0.8
226.958,22.1,19.6,0.6,0,0.7
227,21.7,19.2,0.1,0,0.4
227.042,21.4,19.5,0.1,0,0.6
227.083,21.6,19.5,0.5,0,0.7
227.125,21.4,19.3,0.6,0,0.6
227.167,21.3,19.5,0.2,0,0.4
227.208,21.2,19.4,0,0,0.7
227.25,20.9,19.1,1,0,0.6
227.292,21.4,18.9,0.7,0.31,0.6
227.333,23.3,19.6,0.5,0.78,0.7
227.375,24.6,18.5,0.9,1.66,0.8
227.417,25.2,16.8,1.4,2.03,0.8
227.458,26.2,17.2,1.4,2.12,0.9
227.5,26.2,17.8,1.4,1.43,1
227.542,26.9,18.9,1.1,0.89,0.9
227.583,24.4,20.7,1.9,1.12,1
227.625,25.2,18.6,2.9,0.89,0.9
227.667,25.2,18.6,4.2,1.1,0.9
227.708,24.6,18.2,4.1,0.75,0.9
227.75,24,17.9,3.7,0.38,0.9
227.792,23.3,18.3,2.4,0.16,1
227.833,23.1,17.9,2.1,0.01,1
227.875,23.1,17.9,2.2,0,0.9
227.917,23.1,17.9,2.9,0,0.7
227.958,22.8,18.1,2.1,0,0.9
228,22.5,18,1.6,0,0.8
228.042,22.5,17.8,1.4,0,0.9
228.083,22.3,17.8,1.1,0,0.9
228.125,21.9,18.2,0.2,0,0.5
228.167,21.3,18.8,0.4,0,0.6
228.208,20.9,18.8,0.4,0,0.5
228.25,21,18.7,0.7,0,0.9
228.292,21.7,18.6,0.1,0.18,0.8
228.333,22.5,18.8,0.7,0.4,0.9
228.375,22.9,18.4,0.9,0.57,1
228.417,23.9,17.3,3.1,1.48,0.9
228.458,24.1,17.3,3.7,1.1,1
228.5,23.9,17.8,4.7,1.03,1
228.542,25.5,16.6,4.4,2.49,0.9
228.583,26,15.3,4.2,1.83,0.9
228.625,26.7,15.4,4,2.31,0.7
228.667,26.8,14.8,4.7,1.74,0.8
228.708,26.8,14.2,3.4,1.45,0.8
228.75,26,14.7,3.5,0.8,0.8
228.792,24.7,15.6,4,0.27,0.6
228.833,23.4,16.1,1.6,0,0.8
228.875,23.2,16.2,2.8,0,0.8
228.917,22.6,16.3,2.1,0,0.7
228.958,22.2,16.6,1.3,0,0.8
229,22.4,16.6,1.3,0,0.8
229.042,22.2,16.6,1.5,0,0.8
229.083,22.2,17.1,1,0,0.9
229.125,22,17.5,0.6,0,0.9
229.167,21.9,17,0.7,0,0.7
229.208,21.9,17,0.6,0,0.7
229.25,21.8,16.7,1.6,0,0.9
229.292,22.5,16.9,1.7,0.14,0.9
229.333,23.4,17.1,1.1,0.4,1
229.375,24.2,16.9,0.9,0.56,0.9
229.417,24.6,17.3,1.4,0.73,0.9
229.458,25.1,17,1.7,1.06,0.9
229.5,26.6,17.3,0.7,1.36,1
229.542,25.3,18.7,2.3,0.77,1
229.583,24.5,19.1,2.9,0.78,0.9
229.625,25.1,18.7,2.9,0.63,0.9
229.667,24.7,16.9,3.2,0.5,1
229.708,23.4,18.4,2.2,0.46,0.9
229.75,23.4,18.4,3.5,0.32,0.8
229.792,22.9,17.7,2.2,0.06,0.8
229.833,22.7,18,1.8,0,0.7
229.875,22.7,18,0.8,0,0.8
229.917,22.8,17.9,1.6,0,0.6
229.958,22.8,17.9,1,0,0.5
230,22.6,17.9,1.1,0,0.9
230.042,22.2,17.7,0.4,0,0.9
230.083,21.8,18.9,0.8,0,0.7
230.125,21.5,18.6,1.4,0,0.7
230.167,21.4,19.1,1.4,0,0.7
230.208,21.2,19.3,0.4,0,0.7
230.25,21.5,19,0.9,0,0.7
230.292,21.4,19.3,2,0.12,0.9
230.333,22.4,19.5,0.3,0.48,0.8
230.375,21.9,19.6,1.9,0.35,1
230.417,21.9,19.9,0.9,0.41,1
230.458,22.8,20.1,2.1,0.83,1
230.5,23.8,19.7,2.8,1.13,1
230.542,25,20,2.5,1.62,0.9
230.583,24.6,18.9,3.1,1.19,0.9
230.625,25.7,19.3,2.9,1.36,0.9
230.667,24.9,16.8,4.2,1.01,0.9
230.708,25.4,16.2,3.8,0.99,0.8
230.75,24.7,16.4,3.3,0.4,0.8
230.792,24.3,16.5,2.2,0.33,0.8
230.833,23.8,16.8,2.2,0,0.7
230.875,23.2,16.9,2.2,0,0.9
230.917,23.4,16.6,0.3,0,0.8
230.958,22.6,17,0.6,0,0.6
231,22.1,18.2,0.6,0,0.7
231.042,22,18.1,0.5,0,0.5
231.083,21.7,18.2,0.4,0,0.7
231.125,22,18.3,0.4,0,0.8
231.167,22.2,17.1,0.5,0,0.5
231.208,21.9,18.4,0.5,0,0.7
231.25,22.4,16.6,2,0,0.8
231.292,22.6,16.6,0.6,0.06,0.8
231.333,23.5,16.2,1.2,0.44,1
231.375,24.9,16.3,0.6,0.93,0.8
231.417,25.1,16.5,1.3,1.05,0.8
231.458,25.8,16,1.5,1.5,0.8
231.5,25.8,16.3,0.8,0.98,0.8
231.542,26.5,17,1.2,0.9,0.9
231.583,26.9,16.5,1.3,1.22,0.8
231.625,27.9,17.1,1.7,1.62,0.8
231.667,27.7,16.9,1,1.48,0.7
231.708,27.3,18,2,1.08,0.5
231.75,26.2,17.8,3.3,0.36,0.5
231.792,25.1,18.7,2.6,0.13,0.8
231.833,25,18.1,2.3,0,1
231.875,23.8,19.3,1.2,0,0.9
231.917,22.8,20.7,1.1,0,0.8
231.958,22.4,20.4,1.5,0,0.6
232,21.7,19.6,1.6,0,0.7
232.042,21.2,19.3,1.6,0,0.7
232.083,20.6,19,0.5,0,0.3
232.125,20.2,18.8,0.8,0,0.3
232.167,20,18.6,1.1,0,0.3
232.208,19.9,18.3,1.7,0,0.2
232.25,19.9,18.3,1.5,0,0.6
232.292,21.2,18.9,1.6,0.29,0.6
232.333,21.2,18.9,3,1.04,0.5
232.375,23.4,20.3,2.9,1.63,0.4
232.417,25,19.8,2.6,1.77,0.4
232.458,27.8,19,1.6,2.58,0.7
232.5,27.9,16.5,2.2,2.48,0.6
232.542,29.1,16.9,0.9,1.83,0.5
232.583,29.5,15.9,1.8,2.48,0.5
232.625,30.4,15.2,2.5,2.64,0.5
232.667,30.1,16.1,2.2,1.92,0.6
232.708,29.2,16.7,2.4,1.23,0.4
232.75,28.7,17.8,2.2,0.86,0.3
232.792,27.6,18.3,1.2,0.23,0.6
232.833,26.4,18,1.3,0,0.2
232.875,25.7,17,1.5,0,0.2
232.917,24.9,17.3,1.5,0,0.3
232.958,24.2,17.6,1.5,0,0.4
233,23.6,18.6,1.7,0,0.7
233.042,22.9,19.8,3.1,0,0.8
233.083,23,20.1,1.9,0,0.9
233.125,23,20.1,3.2,0,0.8
233.167,22.7,20,3.5,0,0.8
233.208,22.7,19.8,3,0,0.9
233.25,22.8,20.1,3.5,0,1
233.292,23,20.3,2.8,0.06,1
233.333,22.6,20.6,3.1,0.17,1
233.375,22.6,21.2,1,0.27,1
233.417,22.8,21.6,3.3,0.39,1
233.458,22.9,21.3,3.8,0.31,1
233.5,23.1,21.8,3.3,0.34,1
233.542,24.5,22.3,2.8,0.67,1
233.583,25.7,21.1,3.1,0.71,1
233.625,24,21.1,2.7,0.16,1
233.667,22.5,20.2,3.1,0.14,1
233.708,22.1,20,2.3,0.14,1
233.75,23.4,20.7,2.1,0.18,1
233.792,23.4,20.7,1.3,0.06,1
233.833,22.8,21.2,0.4,0,1
233.875,22.9,21.1,0.5,0,0.7
233.917,23.1,21.1,1.3,0,0.7
233.958,23,21.2,0.2,0,0.8
234,22.6,21.4,0.3,0,0.4
234.042,22.5,21.4,0.7,0,0.7
234.083,22.7,21.5,1.4,0,0.7
234.125,23.2,21.6,1.9,0,0.5
234.167,22.5,21.3,1,0,0.3
234.208,22.4,21.2,1.3,0,0.1
234.25,22.4,21.3,0.7,0.01,0.7
234.292,22.7,21.3,0.6,0.11,0.6
234.333,23.3,21.7,1,0.44,0.8
234.375,24.4,21.1,0.7,1.03,0.9
234.417,26,21.4,0.7,1.49,0.9
234.458,27.5,20.8,1.3,2.35,0.9
234.5,28,19.2,1.5,1.79,0.9
234.542,29.3,17.7,3,2.13,0.8
234.583,29.4,17.2,2.2,1.48,0.8
234.625,30.5,18.2,2.9,1.61,0.8
234.667,30.8,16.3,2.5,1.62,0.7
234.708,30.7,15.9,1.9,1.19,0.7
234.75,30,15.6,2.9,0.54,0.7
234.792,28.3,16.8,0.8,0.18,0.9
234.833,26.4,19,0.8,0,0.5
234.875,25.8,19.9,0.3,0,0.8
234.917,25.1,20.3,0.6,0,0.8
234.958,24.7,19.9,0.6,0,1
235,24.1,20.2,0.9,0,0.8
235.042,23.9,18.9,0.5,0,1
235.083,23.6,19.7,0.5,0,1
235.125,23.3,20.4,0.9,0,0.9
235.167,23.2,20.5,0.4,0,1
235.208,23.3,20.6,0,0,1
235.25,23.1,20.9,0.6,0,1
235.292,23.3,21,0.8,0.05,1
235.333,23.6,21.6,0.1,0.27,1
235.375,24.2,21.8,0.6,0.34,1
235.417,24.3,21.9,0.8,0.36,1
235.458,24.3,21.8,0.6,0.55,1
235.5,24.6,22.2,1.3,0.76,1
235.542,24.5,22.7,1.2,0.63,1
235.583,24.5,22.5,1.5,0.65,1
