J_day,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
1064,0.996667,0.0779484,0.05,0.190042,0.294786,0.568306,0.144908,0.176698,0.05,0.313123,0.05,0.05,0.254492,0.05,1.09819,0.05,0.135849,0.197064,6.1846,0.05,0.96834,0.05,0.05,0.3,0.05,2.00234,0.732276,3.22538,0.173569,0.214174,0.138477,0.0582449,-9.5,4.49053,2.29504,4.33594,1.51378,0.05,0.423719,2.98141,0.05,0.404587,3.87126,0.365948,0.05,9.83153,3.18511,0.05,0.05,0.05,5.9968,4.85334,6.69125,2.74171,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.07,0.405772,0.05,0.263827,0.179033,0.159779,2.62,0.369221,0.05,1.4187,2.43,0.420062,0.313236,0.326462,0.51763,0.248538,0.436081,0.504446,0.45421,0.295085,0.406997,0.345223,3.45886,7.21353,0.296115,1.70104,2.54227,0.3,0.17,0.260804,0.921977,0.05,0.05,1.17373,0.380787,0.284895,1.07447,0.2,0.708161,0.721063,1.71781,0.590231,1.33398,0.0875641,0.05,0.744125,2.71667,0.05,0.843601,1.14826,0.269028,0.05,0.920942,0.05,0.907293,0.447018,0.4201,0.338863,5.72291,1.07251,2.98079,0.537305,1.76218,0.99546,0.05,1.05873,1.39783,0.05,1.34006,0.05,2.00333,0.460286,0.558875,0.231557,4.40026,29.5033,0.05,0.0767598,1.64057,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,4.21,0.05,0.13108,0.0548258,0.290772,0.05,0.05,1.17,0.05,0.242259,0.451413,0.223584,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1065,0.966667,0.0821346,0.05,0.2319,0.359713,0.56142,0.171879,0.214486,0.05,0.38209,0.05,0.05,0.310545,0.05,0.920458,0.05,0.159738,0.190575,5.73484,0.05,0.89792,0.05,0.05,0.3,0.05,0.824298,0.72811,3.24327,0.165822,0.210656,0.711919,0.29944,-9.5,4.40431,1.61695,3.05485,1.06652,0.05,0.425513,2.10052,0.05,0.385123,2.72746,0.370476,0.05,9.89759,3.20651,0.05,0.05,0.05,6.0371,4.88596,6.73621,2.76013,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.07,0.495145,0.05,0.321936,0.217616,0.19181,2.90333,0.450543,0.05,1.36823,2.38667,0.416049,0.302093,0.314848,0.499215,0.239696,0.420567,0.448248,0.438052,0.284587,0.361655,0.306763,2.89908,6.0461,0.292778,1.42575,2.13083,0.3,0.17,0.267807,0.946733,0.05,0.05,1.20525,0.391012,0.292545,1.10332,0.2,0.66187,0.673928,1.60552,0.583526,1.24678,0.450172,0.05,0.657154,2.7,0.05,0.745003,1.01405,0.26466,0.05,0.813304,0.05,0.801251,0.394771,0.42005,0.299258,5.6216,0.94716,2.99999,0.474506,1.24153,0.947571,0.05,1.00779,1.33058,0.05,1.27559,0.05,2.01333,0.46598,0.565789,0.234422,4.42983,29.5867,0.05,0.0767598,1.64128,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,4.18667,0.05,0.13108,0.0548258,0.282346,0.05,0.05,1.17,0.05,0.213945,0.398653,0.221304,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1066,0.976667,0.085706,0.05,0.241983,0.375354,0.537153,0.179352,0.223812,0.05,0.398704,0.05,0.05,0.324048,0.05,0.802034,0.05,0.166684,0.18593,5.96654,0.05,0.934198,0.05,0.05,0.3,0.05,0.838009,0.74314,3.30915,0.164101,0.222438,0.719573,0.30266,-9.5,4.36311,1.18225,2.23358,0.779792,0.05,0.436609,1.53582,0.05,0.371628,1.99421,0.364439,0.05,11.0346,3.57487,0.05,0.05,0.05,6.73063,5.44725,7.51006,3.07721,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.07,0.516674,0.05,0.335934,0.227078,0.20015,3.17333,0.470133,0.05,1.35228,2.36,0.407793,0.298571,0.311178,0.493397,0.236902,0.415665,0.39205,0.432946,0.28127,0.316313,0.268303,2.52609,5.26822,0.294653,1.24231,1.85668,0.3,0.17,0.228336,0.807198,0.05,0.05,1.02761,0.333382,0.249428,0.940708,0.2,0.606066,0.617108,1.47016,0.599333,1.14166,0.455012,0.05,0.706207,2.69667,0.05,0.800614,1.08975,0.275262,0.05,0.874013,0.05,0.86106,0.424239,0.420826,0.321596,5.60405,1.01786,3.1088,0.509925,0.907754,0.914368,0.05,0.972481,1.28396,0.05,1.2309,0.05,2.02667,0.458388,0.55657,0.230602,4.93872,29.5533,0.05,0.0767598,1.66774,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,4.19333,0.05,0.13108,0.0548258,0.280382,0.05,0.05,1.17,0.05,0.229914,0.42841,0.21414,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1067,0.976667,0.11962,0.05,0.337737,0.523883,0.526331,0.250322,0.312376,0.05,0.556473,0.05,0.05,0.452275,0.0620911,0.748872,0.05,0.232641,0.182867,5.57146,0.05,0.87234,0.05,0.05,0.3,0.05,0.3,0.744329,3.33034,0.1613,0.218592,1.06785,0.449148,-9.5,4.38603,1.07335,2.02785,0.707968,0.05,0.431806,1.39436,0.05,0.364881,1.81052,0.341803,0.05,11.4736,3.71709,0.05,0.05,0.05,6.99839,5.66395,7.80883,3.19963,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.07,0.721124,0.05,0.468865,0.316934,0.27935,3.45333,0.656167,0.05,1.28688,2.33667,0.415972,0.284132,0.296129,0.469535,0.225445,0.395563,0.377331,0.412008,0.267668,0.304438,0.258231,2.35865,4.91902,0.294869,1.15997,1.73361,0.3,0.17,0.182075,0.643658,0.05,0.05,0.819416,0.265838,0.198894,0.750118,0.2,0.57296,0.583399,1.38985,0.600081,1.0793,0.67524,0.05,0.904366,2.69333,0.05,1.02526,1.39553,0.288133,0.05,1.11926,0.05,1.10267,0.543278,0.419676,0.411834,5.50915,1.30347,3.17008,0.653008,0.824144,0.897766,0.05,0.954824,1.26065,0.05,1.20855,0.05,2.01333,0.429917,0.522001,0.216279,5.13519,29.59,0.05,0.0767598,1.70522,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,4.2,0.05,0.13108,0.0548258,0.273931,0.05,0.05,1.17,0.05,0.294427,0.54862,0.214572,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1068,0.993333,0.185024,0.05,0.522399,0.810324,0.520756,0.38719,0.483172,0.05,0.860732,0.05,0.05,0.699563,0.084031,0.730205,0.05,0.359841,0.185729,5.6785,0.05,0.8891,0.05,0.05,0.3,0.05,0.586597,0.74836,3.38481,0.159244,0.219039,1.00431,0.422422,-9.5,4.4039,1.05455,1.99232,0.695563,0.05,0.42914,1.36993,0.05,0.362286,1.7788,0.316149,0.05,13.3382,4.32116,0.05,0.05,0.05,8.13572,6.58441,9.07786,3.7196,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.07,1.11541,0.05,0.725223,0.490222,0.432089,3.47333,1.01494,0.05,1.2095,2.31333,0.408025,0.267047,0.278323,0.441302,0.211889,0.371778,0.377331,0.387233,0.251573,0.304438,0.258231,2.29986,4.79641,0.297076,1.13105,1.6904,0.3,0.17,0.148546,0.525129,0.05,0.05,0.668522,0.216884,0.162268,0.611985,0.2,0.555402,0.565521,1.34726,0.6111,1.04622,0.63506,0.05,0.832836,2.7,0.05,0.944171,1.28515,0.295625,0.05,1.03073,0.05,1.01546,0.500309,0.413804,0.379261,5.45841,1.20037,3.14132,0.601359,0.809704,0.891381,0.05,0.948033,1.25168,0.05,1.19995,0.05,1.98667,0.397649,0.482822,0.200046,5.96972,29.6433,0.05,0.0767598,1.69997,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,4.11,0.05,0.13108,0.0548258,0.272797,0.05,0.05,1.17,0.05,0.27114,0.505227,0.211497,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1069,1.01,0.238739,0.05,0.674058,1.04557,0.537481,0.499595,0.623442,0.05,1.11061,0.05,0.05,0.902655,0.106854,0.745835,0.05,0.464307,0.188326,5.61862,0.05,0.879723,0.05,0.05,0.3,0.05,0.586597,0.739113,3.3531,0.162469,0.21515,1.29968,0.546661,-9.5,4.4842,1.00057,1.89035,0.659965,0.05,0.423268,1.29981,0.05,0.363064,1.68776,0.278423,0.05,13.0374,4.22372,0.05,0.05,0.05,7.95226,6.43594,8.87316,3.63573,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.07,1.43923,0.05,0.935764,0.632539,0.557529,3.49,1.30958,0.05,1.13405,2.29667,0.414622,0.250388,0.26096,0.413772,0.198671,0.348585,0.377331,0.363077,0.235879,0.304438,0.258231,2.34909,4.89908,0.294155,1.15526,1.72658,0.3,0.17,0.160642,0.56789,0.05,0.05,0.722958,0.234545,0.175481,0.661818,0.2,0.558254,0.568424,1.35417,0.590363,1.05159,0.821837,0.05,0.801147,2.71333,0.05,0.908245,1.23625,0.290957,0.05,0.991512,0.05,0.976818,0.481272,0.41407,0.36483,5.41483,1.1547,3.12228,0.578477,0.768263,0.893296,0.05,0.95007,1.25437,0.05,1.20253,0.05,1.98,0.350197,0.425206,0.176174,5.83511,29.72,0.05,0.0767598,1.67342,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,3.99,0.05,0.13108,0.0548258,0.276779,0.05,0.05,1.17,0.05,0.260823,0.486003,0.21446,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1070,1,0.212941,0.05,0.601219,0.932585,0.549286,0.445609,0.556073,0.05,0.990599,0.05,0.05,0.805113,0.0953072,0.762985,0.05,0.414134,0.187793,6.32519,0.05,0.990353,0.05,0.05,0.3,0.05,0.586597,0.725266,3.30619,0.164923,0.210683,1.65258,0.695091,-9.5,4.46867,1.02154,1.92996,0.673791,0.05,0.416856,1.32704,0.05,0.35995,1.72312,0.267859,0.05,12.1812,3.94633,0.05,0.05,0.05,7.42999,6.01325,8.29041,3.39695,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.07,1.2837,0.05,0.834644,0.564186,0.497282,3.49,1.16807,0.05,1.19261,2.28333,0.405748,0.263319,0.274437,0.435141,0.208931,0.366588,0.377331,0.381828,0.248061,0.304438,0.258231,2.4031,5.01173,0.289074,1.18183,1.76629,0.3,0.17,0.16913,0.597897,0.05,0.05,0.76116,0.246938,0.184753,0.696788,0.2,0.559954,0.570156,1.3583,0.577994,1.0548,1.04498,0.05,0.635953,2.70333,0.05,0.720968,0.981338,0.277299,0.05,0.787065,0.05,0.775401,0.382035,0.414954,0.289603,5.33253,0.916603,2.94693,0.459197,0.784359,0.885634,0.05,0.941921,1.24361,0.05,1.19222,0.05,1.97667,0.33691,0.409073,0.16949,5.45188,29.7067,0.05,0.0767598,1.62584,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,3.81667,0.05,0.13108,0.0548258,0.285359,0.05,0.05,1.17,0.05,0.207042,0.385791,0.217292,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1071,0.983333,0.18761,0.05,0.529699,0.821647,0.540104,0.3926,0.489923,0.05,0.872759,0.05,0.05,0.709338,0.0839697,0.765096,0.05,0.364869,0.186539,5.49911,0.05,0.861012,0.05,0.05,0.3,0.05,0.259321,0.716269,3.22378,0.166466,0.211042,1.83913,0.773555,-9.5,4.42484,1.1176,2.11145,0.737155,0.05,0.418661,1.45184,0.05,0.353203,1.88517,0.277668,0.05,13.1876,4.27238,0.05,0.05,0.05,8.04387,6.51008,8.97537,3.67761,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.07,1.131,0.05,0.735357,0.497072,0.438126,3.48333,1.02912,0.05,1.20237,2.26667,0.414853,0.265472,0.276681,0.438699,0.210639,0.369585,0.377331,0.38495,0.250089,0.304438,0.258231,2.40975,5.02559,0.288287,1.1851,1.77117,0.3,0.17,0.159369,0.563389,0.05,0.05,0.717228,0.232686,0.17409,0.656572,0.2,0.550394,0.560421,1.33511,0.564186,1.03679,1.16295,0.05,0.582989,2.69333,0.05,0.660924,0.89961,0.271227,0.05,0.721517,0.05,0.710824,0.350219,0.419336,0.265484,5.44548,0.840266,2.86143,0.420954,0.858121,0.869032,0.05,0.924264,1.2203,0.05,1.16987,0.05,1.98333,0.349248,0.424054,0.175697,5.90233,29.6167,0.05,0.0678399,1.6262,0.0620779,0.05,0.05,0.0627009,0.0513436,0.05,3.81667,0.05,0.13108,0.0548258,0.290648,0.05,0.05,1.17,0.05,0.189799,0.353662,0.216277,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1072,0.973333,0.144929,0.05,0.409194,0.634724,0.534857,0.303284,0.378467,0.05,0.674209,0.05,0.05,0.547965,0.0648668,0.739705,0.05,0.281862,0.182307,5.37308,0.05,0.841279,0.05,0.05,0.3,0.05,0.556786,0.718607,3.2235,0.159267,0.214502,1.69618,0.71343,-9.5,4.36474,1.49749,2.82915,0.98772,0.05,0.421223,1.94533,0.05,0.342043,2.52595,0.305586,0.05,12.0923,3.91754,0.05,0.05,0.05,7.37579,5.96939,8.22993,3.37217,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.07,0.873696,0.05,0.568065,0.383989,0.338454,3.48667,0.794996,0.05,1.1527,2.24667,0.40189,0.254507,0.265253,0.420579,0.201939,0.35432,0.377331,0.36905,0.239759,0.304438,0.258231,2.32978,4.85881,0.288538,1.14577,1.71239,0.3,0.17,0.148122,0.523629,0.05,0.05,0.666612,0.216265,0.161804,0.610236,0.2,0.532643,0.542347,1.29205,0.566601,1.00335,1.07256,0.05,0.357683,2.66333,0.05,0.405499,0.55194,0.271397,0.05,0.442675,0.05,0.436114,0.214871,0.406906,0.164376,5.43296,0.515531,2.89828,0.258269,1.1498,0.841576,0.05,0.895063,1.18175,0.05,1.13291,0.05,1.97667,0.384363,0.466689,0.193362,5.41211,29.5867,0.05,0.0678399,1.62664,0.0620779,0.05,0.05,0.0627009,0.0513436,0.05,3.96333,0.05,0.13108,0.0548258,0.285305,0.05,0.05,1.17,0.05,0.122267,0.216983,0.211559,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1073,0.993333,0.143301,0.05,0.404599,0.627597,0.524035,0.299879,0.374217,0.05,0.666638,0.05,0.05,0.541813,0.0643224,0.699517,0.05,0.278697,0.180764,4.6366,0.05,0.725966,0.05,0.05,0.3,0.05,0.556786,0.735193,3.28937,0.155559,0.211308,2.23193,0.938771,-9.5,4.35577,2.08425,3.9377,1.37474,0.05,0.439699,2.70758,0.05,0.335296,3.5157,0.31464,0.05,10.7449,3.48103,0.05,0.05,0.05,6.55394,5.30425,7.31291,2.99643,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.07,0.863886,0.05,0.561686,0.379677,0.334653,3.48667,0.786069,0.05,1.01154,2.22,0.400887,0.223339,0.23277,0.369074,0.177209,0.310929,0.377331,0.323855,0.210398,0.304438,0.258231,2.2032,4.59483,0.289564,1.08352,1.61936,0.3,0.17,0.13645,0.482369,0.05,0.05,0.614085,0.199224,0.149054,0.562152,0.2,0.507609,0.516857,1.23132,0.568654,0.956194,1.41133,0.05,0.246968,2.66667,0.05,0.279983,0.381096,0.265378,0.05,0.305652,0.05,0.301122,0.148361,0.406647,0.113959,5.44042,0.355957,3.04664,0.178326,1.60033,0.824974,0.05,0.877406,1.15843,0.05,1.11056,0.05,1.97,0.395751,0.480517,0.199091,4.80907,29.6167,0.05,0.0678399,1.62906,0.0620779,0.05,0.05,0.0627009,0.0513436,0.05,4.11,0.05,0.13108,0.0548258,0.278839,0.05,0.05,1.17,0.05,0.0862224,0.14982,0.207427,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1074,0.996667,0.12865,0.05,0.363232,0.56343,0.521084,0.269219,0.335956,0.05,0.59848,0.05,0.05,0.486416,0.0577647,0.6618,0.05,0.250203,0.184664,5.35951,0.05,0.839155,0.05,0.05,0.246667,0.05,1.81786,0.73941,3.33603,0.171319,0.227207,5.00717,2.10607,-9.5,4.64397,2.16696,4.09397,1.4293,0.05,0.452338,2.81503,0.05,0.335296,3.65522,0.334258,0.05,11.0954,3.59456,0.05,0.05,0.05,6.76769,5.47724,7.55141,3.09415,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.07,0.77556,0.05,0.504258,0.340858,0.300438,3.47333,0.7057,0.05,0.898262,2.21,0.404398,0.198329,0.206703,0.327743,0.157364,0.276109,0.377331,0.287588,0.186836,0.304438,0.258231,2.08441,4.34709,0.299556,1.0251,1.53205,0.3,0.17,0.130933,0.462864,0.05,0.05,0.589254,0.191168,0.143027,0.539421,0.2,0.476295,0.484973,1.15537,0.659699,0.897208,3.16622,0.05,0.252434,2.66667,0.05,0.28618,0.389531,0.265015,0.05,0.312417,0.05,0.307787,0.151644,0.399954,0.116448,5.38611,0.363835,3.47914,0.182273,1.66384,0.824974,0.05,0.877406,1.15843,0.05,1.11056,0.05,1.96,0.420426,0.510478,0.211505,4.96591,29.78,0.05,0.204783,1.76614,0.181725,0.05,0.05,0.184218,0.138769,0.05,4.14667,0.05,0.13108,0.0548258,0.283214,0.05,0.05,1.17,0.05,0.0880019,0.153135,0.223403,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1075,0.993333,0.130733,0.05,0.369113,0.572553,0.51223,0.273578,0.341396,0.05,0.60817,0.05,0.05,0.494292,0.058697,0.638793,0.05,0.254254,0.190822,6.33986,0.05,0.99265,0.05,0.05,0.246667,0.05,3.6182,0.744417,3.40781,0.189387,0.223329,7.41211,3.11761,-9.5,5.15367,2.11853,4.00248,1.39735,0.05,0.456003,2.75212,0.05,0.424051,3.57353,0.477619,0.05,14.4789,4.69073,0.05,0.05,0.05,8.83152,7.14754,9.85423,4.03772,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.07,0.788117,0.05,0.512423,0.346377,0.305302,3.46333,0.717125,0.05,0.862372,2.22333,0.419174,0.190405,0.198444,0.314648,0.151077,0.265077,0.377331,0.276097,0.179371,0.304438,0.258231,2.01195,4.19596,0.300054,0.98946,1.47879,0.3,0.17,0.138997,0.491371,0.05,0.05,0.625545,0.202942,0.151836,0.572643,0.2,0.618595,0.629865,1.50055,0.731559,1.16526,4.68695,0.05,0.433158,2.69333,0.05,0.491063,0.668406,0.268194,0.05,0.536083,0.05,0.528138,0.26021,0.411524,0.197254,5.6661,0.624313,4.06427,0.312767,1.62666,1.04335,0.05,1.10966,1.46508,0.05,1.40453,0.05,1.95667,0.600745,0.729418,0.302218,6.48028,32.48,0.05,1.26544,1.87201,1.12296,0.05,0.05,1.13836,0.857513,0.05,4.02667,0.05,0.13108,0.0548258,0.298183,0.05,0.05,1.17,0.05,0.14102,0.262769,0.2614,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1076,0.993333,0.113998,0.05,0.321862,0.499259,0.524691,0.238556,0.297693,0.05,0.530316,0.05,0.05,0.431016,0.058697,0.688229,0.05,0.221706,0.191856,7.24106,0.05,1.13375,0.05,0.05,0.246667,0.05,3.73017,0.741238,3.36541,0.200556,0.237411,9.20592,3.8721,-9.5,5.57112,1.4964,2.8271,0.987004,0.05,0.455818,1.94392,0.05,0.550695,2.52412,0.719824,0.05,23.8822,7.73711,0.05,0.05,0.05,14.5671,11.7895,16.254,6.66001,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.07,0.687228,0.05,0.446826,0.302036,0.26622,3.44333,0.625324,0.05,0.921251,2.24667,0.432755,0.203404,0.211993,0.336131,0.161392,0.283176,0.377331,0.294948,0.191618,0.304438,0.258231,2.16765,4.52069,0.299167,1.06603,1.59323,0.3,0.17,0.162127,0.573141,0.05,0.05,0.729644,0.236714,0.177103,0.667938,0.2,0.84836,0.863815,2.05789,0.747369,1.59807,5.82123,0.05,1.0309,2.69667,0.05,1.16871,1.59078,0.291134,0.05,1.27586,0.05,1.25695,0.619292,0.411265,0.469457,5.89233,1.48585,4.17067,0.744375,1.14897,1.35495,0.05,1.44106,1.90263,0.05,1.824,0.05,1.96333,0.905388,1.09931,0.455475,10.6889,41.8967,0.05,1.63357,1.91553,1.44963,0.05,0.05,1.46952,1.10697,0.05,4.05333,0.05,0.13108,0.0548258,0.29919,0.05,0.05,1.17,0.05,0.335623,0.625381,0.301416,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1077,1.00333,0.0976348,0.05,0.275663,0.427597,0.534201,0.204315,0.254963,0.05,0.454197,0.05,0.05,0.36915,0.0546523,0.772337,0.05,0.189883,0.186362,6.70974,0.05,1.05056,0.05,0.05,0.3,0.05,2.50977,0.729572,3.28981,0.185683,0.222049,7.77969,3.27222,-9.5,5.52377,1.7337,3.27542,1.14352,0.05,0.44961,2.25219,0.05,0.62829,2.92439,0.871485,0.05,26.8528,8.69948,0.05,0.05,0.05,16.379,13.2559,18.2758,7.48841,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.07,0.588586,0.05,0.38269,0.258683,0.228007,3.44,0.535568,0.05,1.05437,2.27,0.443171,0.232795,0.242625,0.3847,0.184712,0.324093,0.377331,0.337566,0.219306,0.304438,0.258231,2.43256,5.07316,0.292701,1.19631,1.78794,0.3,0.17,0.18738,0.662413,0.05,0.05,0.843292,0.273584,0.204689,0.771975,0.2,1.06676,1.08619,2.58767,0.662512,2.00947,4.91938,0.05,1.54592,2.70333,0.05,1.75258,2.3855,0.298796,0.05,1.91325,0.05,1.8849,0.928677,0.418939,0.703987,6.0537,2.22814,3.77114,1.11625,1.33117,1.54587,0.05,1.64412,2.17072,0.05,2.08101,0.05,1.98333,1.09615,1.33093,0.55144,12.0184,48.42,0.05,2.60903,1.80314,2.31526,0.05,0.05,2.34702,1.76798,0.05,4.08,0.05,0.13108,0.0548258,0.290486,0.05,0.05,1.17,0.05,0.503293,0.937808,0.323785,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1078,1.00333,0.0666694,0.05,0.165262,0.256347,0.538137,0.122488,0.152852,0.05,0.272294,0.05,0.05,0.221308,0.05,0.855656,0.05,0.113913,0.189769,6.55981,0.05,1.02709,0.05,0.05,0.3,0.05,0.577569,0.720343,3.23284,0.16841,0.216821,7.3682,3.09914,-9.5,5.20811,1.68726,3.18768,1.11289,0.05,0.442068,2.19186,0.05,0.597667,2.84606,0.81565,0.05,27.6386,8.95406,0.05,0.05,0.05,16.8584,13.6438,18.8106,7.70755,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.07,0.352861,0.05,0.229425,0.155082,0.136692,3.41,0.321076,0.05,1.18024,2.27667,0.444059,0.260587,0.27159,0.430626,0.206763,0.362784,0.377331,0.377866,0.245487,0.304438,0.258231,2.69498,5.62045,0.297728,1.32537,1.98082,0.3,0.17,0.208813,0.738182,0.05,0.05,0.93975,0.304877,0.228102,0.860276,0.2,1.07212,1.09165,2.60068,0.613503,2.01958,4.65918,0.05,1.86175,2.88667,0.05,2.11063,2.87286,0.303711,0.05,2.30413,0.05,2.26998,1.1184,0.417994,0.847811,5.91099,2.68335,3.15348,1.3443,1.29551,1.47052,0.05,1.56398,2.06492,0.05,1.97958,0.05,1.99,1.02592,1.24566,0.51611,12.3701,53.5867,0.05,1.76466,1.7265,1.56597,0.05,0.05,1.58745,1.19581,0.05,4.10333,0.05,0.13108,0.0548258,0.272886,0.05,0.05,1.17,0.05,0.606115,1.1294,0.308441,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1079,0.993333,0.0813275,0.05,0.206648,0.320544,0.530266,0.153162,0.191131,0.05,0.340484,0.05,0.05,0.276729,0.05,0.881483,0.05,0.142421,0.192562,6.76779,0.05,1.05965,0.05,0.05,0.3,0.05,0.981339,0.722751,3.24676,0.161412,0.209954,6.47365,2.72288,-9.5,5.03699,2.05783,3.88778,1.35731,0.05,0.43265,2.67325,0.05,0.516439,3.47113,0.643616,0.05,24.6732,7.99336,0.05,0.05,0.05,15.0496,12.18,16.7924,6.88058,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.07,0.441228,0.05,0.28688,0.193919,0.170923,3.43667,0.401483,0.05,1.24417,2.28333,0.453356,0.274702,0.286301,0.453952,0.217963,0.382435,0.377331,0.398334,0.258784,0.304438,0.258231,2.77632,5.79009,0.301123,1.36537,2.0406,0.3,0.17,0.227488,0.804198,0.05,0.05,1.02379,0.332143,0.248501,0.937211,0.2,0.990104,1.00814,2.40173,0.603268,1.86508,4.09352,0.05,1.48361,3.52,0.05,1.68195,2.28936,0.308943,0.05,1.83614,0.05,1.80893,0.89125,0.418017,0.675615,5.93766,2.13834,3.23793,1.07126,1.58004,1.27066,0.05,1.35142,1.78427,0.05,1.71053,0.05,1.99,0.809534,0.982929,0.407254,11.0429,58.52,0.05,1.39654,1.70441,1.23929,0.05,0.05,1.25629,0.946348,0.05,4.03333,0.05,0.13108,0.0548258,0.274861,0.05,0.05,1.17,0.05,0.483009,0.900012,0.291292,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
