J_day,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
10,28.68,0.0979322,0.05,0.215722,0.316248,0.603322,0.168516,0.202027,0.05,0.333847,0.05,0.05,0.277577,0.0622463,0.412398,0.05,0.158967,0.189691,0.259387,0.05,0.05,0.05,0.05,15.1567,0.05,33.166,0.797967,3.12454,0.184456,0.258515,0.146131,0.0614644,-9.5,4.07604,0.05,0.0776142,0.05,0.05,0.222836,0.0533678,0.05,0.287804,0.0692962,1.29931,0.05,17.801,5.76696,0.05,0.05,0.05,10.8578,8.78746,12.1152,4.96413,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.05,0.422764,0.05,0.286536,0.204488,0.184192,11.5333,0.387685,0.05,8.21328,5.34,0.485185,1.81342,1.88999,2.99673,1.43886,2.52461,0.545926,2.62957,1.70834,0.440464,0.37361,1.29889,2.70887,0.271373,0.638784,0.954687,0.3,1.25333,0.224517,0.793695,0.05,0.05,1.01042,0.327805,0.245256,0.924971,0.4,0.722455,0.735617,1.75248,0.666285,1.3609,0.0924042,0.05,0.542067,7.17,0.05,0.614531,0.836462,0.273549,0.05,0.67087,0.05,0.660928,0.325635,0.447276,0.246849,4.21627,0.781284,3.10202,0.391406,0.05,0.708124,0.05,0.753129,0.994352,0.05,0.953258,0.05,28.9667,1.63425,1.98429,0.822147,7.96711,20.3133,0.05,1.03806,1.63295,0.921179,0.05,0.05,0.933816,0.703431,0.05,2.71,0.05,0.13108,0.0548258,0.310552,0.05,0.05,2.42667,0.05,0.176477,0.328836,0.215536,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
11,28.69,0.0979322,0.05,0.215722,0.316248,0.599448,0.168516,0.202027,0.05,0.333847,0.05,0.05,0.277577,0.0622463,0.398025,0.05,0.158967,0.189294,0.259387,0.05,0.05,0.05,0.05,16.5833,0.05,26.6171,0.7925,3.20992,0.185706,0.254695,1.54601,0.65027,-9.5,4.1113,0.05,0.0776142,0.05,0.05,0.226763,0.0533678,0.05,0.270936,0.0692962,0.953729,0.05,15.3488,4.97255,0.05,0.05,0.05,9.36212,7.57696,10.4463,4.28031,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.05,0.422764,0.05,0.286536,0.204488,0.184192,11.5167,0.387685,0.05,8.21828,5.34,0.481057,1.81453,1.89114,2.99855,1.43974,2.52615,0.545926,2.63117,1.70938,0.440464,0.37361,1.25362,2.61446,0.270965,0.616521,0.921414,0.3,1.28,0.228761,0.808699,0.05,0.05,1.02952,0.334002,0.249892,0.942456,0.4,0.618542,0.629811,1.50042,0.668611,1.16516,0.977601,0.05,0.547178,7.16,0.05,0.620325,0.844349,0.271258,0.05,0.677196,0.05,0.66716,0.328705,0.447106,0.249176,4.1618,0.788651,3.11434,0.395096,0.05,0.66662,0.05,0.708987,0.936071,0.05,0.897386,0.05,30.6333,1.19959,1.45653,0.605824,6.86961,20.2933,0.05,0.93562,1.64332,0.830272,0.05,0.05,0.841662,0.634012,0.05,2.69667,0.05,0.13108,0.0548258,0.304417,0.05,0.05,2.42333,0.05,0.17814,0.331937,0.217581,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
12,28.68,0.05,0.05,0.05,0.05,0.60093,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.399608,0.05,0.05,0.190459,0.259387,0.05,0.05,0.05,0.05,20.7967,0.05,18.5499,0.78956,3.25843,0.187137,0.2613,8.53603,3.59034,-9.5,4.13498,0.441459,0.822801,0.302527,0.05,0.228468,0.565761,0.05,0.265486,0.734621,0.992965,0.05,13.0369,4.22357,0.05,0.05,0.05,7.95197,6.4357,8.87283,3.6356,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,11.52,0.05,0.05,8.22243,5.34,0.479321,1.81544,1.8921,3.00007,1.44047,2.52743,0.545926,2.6325,1.71025,0.440464,0.37361,1.25861,2.62486,0.27287,0.618974,0.92508,0.3,1.29,0.233642,0.825953,0.05,0.05,1.05149,0.341128,0.255224,0.962565,0.4,0.560132,0.570336,1.35873,0.670039,1.05513,5.39764,0.05,0.550241,7.15333,0.05,0.623798,0.849076,0.270887,0.05,0.680987,0.05,0.670895,0.330546,0.442515,0.250571,4.14855,0.793066,3.10208,0.397308,0.346701,0.653211,0.05,0.694726,0.917242,0.05,0.879335,0.05,32.32,1.24894,1.51645,0.630651,5.8349,20.28,0.05,0.49258,1.63818,0.437118,0.05,0.05,0.443114,0.333792,0.05,2.69333,0.05,0.13108,0.0548258,0.302805,0.05,0.05,2.42333,0.05,0.179138,0.333795,0.223221,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
13,28.6633,0.102464,0.05,0.228519,0.336097,0.592994,0.178,0.213862,0.05,0.354931,0.05,0.05,0.294713,0.0642748,0.390298,0.05,0.167782,0.197566,0.259387,0.05,0.05,0.05,0.05,29.82,0.05,4.58911,0.780914,3.22365,0.186501,0.248835,15.2534,6.41575,-9.5,4.13292,0.916234,1.72539,0.610008,0.05,0.228125,1.18639,0.05,0.271714,1.54048,1.20423,0.05,14.5958,4.7286,0.05,0.05,0.05,8.90282,7.20525,9.93379,4.07032,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.05,0.450087,0.05,0.304301,0.216496,0.194776,11.4367,0.412547,0.05,8.22458,5.34,0.483256,1.81592,1.89259,3.00085,1.44084,2.52809,0.545926,2.63318,1.71069,0.440464,0.37361,1.22929,2.56371,0.273627,0.604554,0.903528,0.3,1.28667,0.233854,0.826703,0.05,0.05,1.05244,0.341438,0.255455,0.963439,0.4,0.528266,0.537891,1.28143,0.66843,0.995107,9.6453,0.05,0.551386,7.16333,0.05,0.625097,0.850844,0.27088,0.05,0.682405,0.05,0.672292,0.331234,0.438835,0.251093,4.23404,0.794717,2.99626,0.398135,0.707374,0.668536,0.05,0.711025,0.938761,0.05,0.899965,0.05,35.1333,1.51467,1.8391,0.764334,6.5326,20.2533,0.05,0.342212,1.63214,0.30368,0.05,0.05,0.307846,0.231896,0.05,2.70333,0.05,0.13108,0.0548258,0.304556,0.05,0.05,2.44333,0.05,0.179511,0.33449,0.225451,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
14,28.66,0.197699,0.05,0.527796,0.80951,0.598275,0.395504,0.489415,0.05,0.85883,0.05,0.05,0.701138,0.0976927,0.378367,0.05,0.368745,0.20478,0.259387,0.05,0.05,0.05,0.05,34.8067,0.05,0.312342,0.767577,3.21879,0.188426,0.250694,20.9614,8.81658,-9.5,4.12691,0.916234,1.72539,0.610008,0.05,0.228773,1.18639,0.05,0.282354,1.54048,1.71203,0.05,13.8536,4.48814,0.05,0.05,0.05,8.4501,6.83885,9.42864,3.86334,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.05,1.10801,0.05,0.726245,0.496313,0.439434,11.4767,1.00971,0.05,8.2252,5.34,0.491512,1.81605,1.89273,3.00107,1.44095,2.52827,0.545926,2.63338,1.71082,0.440464,0.37361,1.19171,2.48533,0.272616,0.586072,0.875907,0.3,1.28333,0.239371,0.846208,0.05,0.05,1.07727,0.349494,0.261483,0.98617,0.4,0.519059,0.528515,1.2591,0.66539,0.977762,13.2547,0.05,0.542131,7.17,0.05,0.614604,0.836562,0.274395,0.05,0.670951,0.05,0.661007,0.325674,0.434379,0.246878,4.38173,0.781377,2.93674,0.391452,0.707374,0.694715,0.05,0.738868,0.975522,0.05,0.935207,0.05,35.11,2.15338,2.61461,1.08331,6.20041,20.2733,0.05,0.28578,1.63269,0.253602,0.05,0.05,0.257081,0.193656,0.05,2.72,0.05,0.13108,0.0548258,0.304923,0.05,0.05,2.45333,0.05,0.176498,0.328876,0.226752,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
15,28.6167,0.331457,0.05,0.93584,1.45164,0.594873,0.693622,0.865567,0.05,1.54194,0.05,0.05,1.25322,0.148353,0.353091,0.05,0.644629,0.200521,0.259387,0.05,0.05,0.05,0.05,34.8933,0.05,0.312342,0.768029,3.2254,0.190594,0.251609,18.2803,7.68887,-9.5,4.05541,0.733002,1.37922,0.489151,0.05,0.230166,0.948356,0.05,0.278202,1.23141,1.73467,0.05,14.4395,4.67795,0.05,0.05,0.05,8.80746,7.12807,9.82739,4.02672,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.05,1.99817,0.05,1.29918,0.878196,0.774055,11.44,1.81818,0.05,8.23201,5.34,0.482253,1.81756,1.8943,3.00356,1.44214,2.53037,0.545926,2.63556,1.71224,0.440464,0.37361,1.1121,2.3193,0.271196,0.54692,0.817393,0.3,1.28,0.245737,0.868714,0.05,0.05,1.10593,0.358789,0.268437,1.0124,0.4,0.504984,0.514184,1.22496,0.667743,0.951249,11.5593,0.05,0.534602,7.28333,0.05,0.606068,0.824944,0.274476,0.05,0.661632,0.05,0.651826,0.321151,0.428364,0.24345,4.34223,0.770525,2.95303,0.386016,0.566684,0.684499,0.05,0.728002,0.961177,0.05,0.921454,0.05,35.09,2.18185,2.64918,1.09763,6.46263,20.2667,0.05,0.234617,1.64932,0.2082,0.05,0.05,0.211056,0.158986,0.05,2.73667,0.05,0.13108,0.0548258,0.303719,0.05,0.05,2.45667,0.05,0.174046,0.324308,0.22,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
16,28.6067,0.278993,0.05,0.757321,1.16554,0.602643,0.565622,0.701705,0.05,1.23701,0.05,0.05,1.0085,0.134078,0.331862,0.05,0.526847,0.194217,0.259387,0.05,0.05,0.05,0.05,33.38,0.05,4.69444,0.770212,3.2965,0.192515,0.255718,11.5628,4.86345,-9.5,4.07692,0.982026,1.84969,0.653404,0.05,0.234988,1.27186,0.05,0.271974,1.65146,1.83729,0.05,11.8508,3.83929,0.05,0.05,0.05,7.22846,5.85015,8.06554,3.30481,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.05,1.59809,0.05,1.04488,0.7117,0.629279,11.43,1.45564,0.05,8.24038,5.34,0.468596,1.81941,1.89623,3.00661,1.44361,2.53294,0.545926,2.63824,1.71398,0.440464,0.37361,1.04524,2.17986,0.270748,0.514039,0.768251,0.3,1.28,0.251892,0.890469,0.05,0.05,1.13362,0.367774,0.275159,1.03775,0.4,0.502139,0.511287,1.21806,0.675096,0.94589,7.31161,0.05,0.502272,7.57,0.05,0.569417,0.775056,0.278,0.05,0.62162,0.05,0.612408,0.301729,0.428789,0.228727,4.22632,0.723928,3.11327,0.362672,0.757891,0.669174,0.05,0.711704,0.939658,0.05,0.900824,0.05,34.9333,2.31092,2.8059,1.16256,5.30401,20.2567,0.05,0.234617,1.67479,0.2082,0.05,0.05,0.211056,0.158986,0.05,2.73,0.05,0.13108,0.0548258,0.301613,0.05,0.05,2.45333,0.05,0.163521,0.304696,0.217577,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
17,28.6333,0.183758,0.05,0.458044,0.692126,0.59076,0.348118,0.426152,0.05,0.733108,0.05,0.05,0.602078,0.10066,0.317777,0.05,0.325884,0.189479,0.259387,0.05,0.05,0.05,0.05,35.2733,0.05,4.6821,0.775733,3.3043,0.185914,0.258372,4.455,1.87382,-9.5,4.0196,1.6156,3.0523,1.06563,0.05,0.23537,2.09877,0.05,0.261853,2.72518,1.84408,0.05,11.8604,3.84241,0.05,0.05,0.05,7.23435,5.85491,8.07211,3.3075,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.05,0.94016,0.05,0.622939,0.431883,0.384621,11.4,0.858475,0.05,8.24464,5.34,0.466551,1.82035,1.89721,3.00817,1.44436,2.53425,0.545926,2.63961,1.71486,0.440464,0.37361,1.00087,2.08734,0.271142,0.492221,0.735644,0.3,1.28333,0.252528,0.89272,0.05,0.05,1.13649,0.368703,0.275855,1.04037,0.4,0.503901,0.513081,1.22233,0.665617,0.949209,2.81706,0.05,0.485368,7.86,0.05,0.550252,0.74897,0.278079,0.05,0.600699,0.05,0.591796,0.291574,0.42691,0.221029,4.06873,0.699563,3.16028,0.350465,1.24049,0.644272,0.05,0.685219,0.90469,0.05,0.867301,0.05,35.01,2.31946,2.81627,1.16686,5.30833,20.2967,0.05,0.115129,1.67208,0.102166,0.05,0.05,0.103567,0.0780158,0.05,2.68667,0.05,0.13108,0.0548258,0.306346,0.05,0.05,2.41667,0.05,0.158017,0.294441,0.213823,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
18,28.64,0.05,0.05,0.05,0.05,0.59213,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.310683,0.05,0.05,0.190008,0.259387,0.05,0.05,0.05,0.05,38.77,0.05,6.48294,0.776362,3.31399,0.180995,0.254252,0.146131,0.0614644,-9.5,3.99089,2.77535,5.24338,1.83058,0.05,0.232886,3.60537,0.05,0.250434,4.68145,1.78673,0.05,10.4701,3.39199,0.05,0.05,0.05,6.38631,5.16858,7.12586,2.91978,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,11.42,0.05,0.05,8.24459,5.34,0.476698,1.82034,1.8972,3.00815,1.44435,2.53424,0.570011,2.63959,1.71485,0.459896,0.390093,0.978529,2.04074,0.269591,0.481233,0.719221,0.3,1.28667,0.252316,0.891969,0.05,0.05,1.13553,0.368394,0.275623,1.0395,0.4,0.496822,0.505873,1.20516,0.663762,0.935875,0.0924042,0.05,0.476428,8.05,0.05,0.540118,0.735176,0.276418,0.05,0.589635,0.05,0.580897,0.286204,0.429213,0.216958,4.02815,0.686679,3.10215,0.34401,2.13098,0.616176,0.05,0.655338,0.865238,0.05,0.82948,0.05,34.9867,2.24734,2.72869,1.13057,4.68606,20.2667,0.05,0.153858,1.69738,0.136534,0.05,0.05,0.138407,0.10426,0.05,2.63,0.05,0.13108,0.0548258,0.314529,0.05,0.05,2.33,0.05,0.155107,0.289018,0.213843,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
19,28.63,0.05,0.05,0.05,0.05,0.592724,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.310706,0.05,0.05,0.190775,0.259387,0.05,0.05,0.05,0.05,41.9067,0.05,7.08934,0.776833,3.33521,0.182249,0.256215,0.146131,0.0614644,-9.5,3.93485,2.10826,3.98307,1.39058,0.05,0.231026,2.73877,0.05,0.239794,3.5562,1.56566,0.05,11.2468,3.64363,0.05,0.05,0.05,6.86008,5.55201,7.65449,3.13639,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,11.27,0.05,0.05,8.2466,5.34,0.481019,1.82078,1.89766,3.00888,1.4447,2.53485,0.635576,2.64023,1.71527,0.512795,0.434963,0.978602,2.0409,0.269252,0.481269,0.719275,0.3,1.29,0.252104,0.891219,0.05,0.05,1.13458,0.368084,0.275391,1.03863,0.4,0.48087,0.48963,1.16646,0.659769,0.905825,0.0924042,0.05,0.477069,8.08,0.05,0.540844,0.736164,0.273181,0.05,0.590428,0.05,0.581678,0.286589,0.425571,0.21725,4.05361,0.687602,3.0474,0.344473,1.61877,0.589997,0.05,0.627495,0.828477,0.05,0.794238,0.05,35.0967,1.96927,2.39106,0.990683,5.0337,20.2333,0.05,0.15852,1.69409,0.140672,0.05,0.05,0.142601,0.10742,0.05,2.59333,0.05,0.13108,0.0548258,0.319919,0.05,0.05,2.33,0.05,0.155316,0.289407,0.213426,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
20,28.61,0.05,0.05,0.05,0.05,0.592508,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.31081,0.05,0.05,0.189414,0.259387,0.05,0.05,0.05,0.05,40.9533,0.05,14.231,0.761227,3.34612,0.181771,0.247573,0.146131,0.0614644,-9.5,3.83321,1.47469,2.78046,0.978356,0.05,0.225965,1.91186,0.05,0.238496,2.48248,1.9814,0.05,10.3297,3.34652,0.05,0.05,0.05,6.30069,5.09929,7.03033,2.88064,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,10.97,0.05,0.05,8.24963,5.34,0.482446,1.82145,1.89836,3.00999,1.44523,2.53579,0.70114,2.64121,1.7159,0.565694,0.479833,0.978929,2.04158,0.267739,0.481429,0.719515,0.3,1.28667,0.252316,0.891969,0.05,0.05,1.13553,0.368394,0.275623,1.0395,0.4,0.465699,0.474183,1.12966,0.673426,0.877247,0.0924042,0.05,0.483191,8.11,0.05,0.547785,0.745612,0.26927,0.05,0.598005,0.05,0.589143,0.290267,0.424217,0.220038,4.10875,0.696427,2.90381,0.348894,1.13617,0.586804,0.05,0.624099,0.823994,0.05,0.78994,0.05,35.08,2.49219,3.02599,1.25375,4.62324,20.18,0.05,0.15852,1.7146,0.140672,0.05,0.05,0.142601,0.10742,0.05,2.58,0.05,0.13108,0.0548258,0.318642,0.05,0.05,2.28667,0.05,0.157309,0.293121,0.214155,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
21,28.62,0.05,0.05,0.05,0.05,0.588893,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.339184,0.05,0.05,0.194977,0.259387,0.05,0.05,0.05,0.05,40.0867,0.05,20.9604,0.771184,3.54991,0.193696,0.260189,0.146131,0.0614644,-9.5,4.11558,0.106706,0.190363,0.0817289,0.05,0.232176,0.130894,0.05,0.268081,0.169962,1.85162,0.05,12.4407,4.03042,0.05,0.05,0.05,7.58831,6.14139,8.46706,3.46933,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,10.9633,0.05,0.05,8.17258,5.34,0.710224,1.80444,1.88063,2.98188,1.43173,2.5121,0.762691,2.61654,1.69988,0.615354,0.521955,1.0683,2.22796,0.278981,0.52538,0.7852,0.3,1.28333,0.252528,0.89272,0.05,0.05,1.13649,0.368703,0.275855,1.04037,0.4,0.545208,0.555141,1.32253,0.748561,1.02702,0.0924042,0.05,0.474871,7.62667,0.05,0.538353,0.732774,0.288196,0.05,0.587709,0.05,0.578999,0.285269,0.425409,0.216249,4.37642,0.684435,3.18068,0.342887,0.0896705,0.659596,0.05,0.701517,0.926208,0.05,0.887931,0.05,35.1467,2.32895,2.82779,1.17163,5.56805,20.15,0.05,0.562399,1.66946,0.499075,0.05,0.05,0.505921,0.381103,0.05,2.58,0.05,0.13108,0.0548258,0.315679,0.05,0.05,2.36333,0.05,0.1546,0.288074,0.218407,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
22,28.63,0.05,0.05,0.05,0.05,0.573908,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.538065,0.05,0.05,0.203383,3.06289,0.05,0.485824,0.05,0.05,47.7767,0.05,19.9781,0.792388,3.62591,0.198052,0.262554,0.146131,0.0614644,-9.5,4.55434,0.188729,0.345327,0.13583,0.05,0.233198,0.237448,0.05,0.372926,0.308318,2.01762,0.05,11.1521,3.61293,0.05,0.05,0.05,6.80228,5.50524,7.59001,3.10997,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,11.1533,0.05,0.05,9.43827,5.34,0.822762,2.08389,2.17188,3.44368,1.65347,2.90115,0.924595,3.02176,1.96314,0.745982,0.632756,1.69469,3.53432,0.293873,0.833438,1.2456,0.3,1.28,0.25274,0.89347,0.05,0.05,1.13744,0.369013,0.276087,1.04125,0.4,1.31677,1.34076,3.19413,0.797747,2.48043,0.0924042,0.05,0.496197,6.55667,0.05,0.56253,0.765682,0.3189,0.05,0.614102,0.05,0.605001,0.29808,0.41659,0.225961,4.87981,0.715173,3.49077,0.358285,0.15265,0.91756,0.05,0.975876,1.28844,0.05,1.23519,0.05,35.0333,2.53774,3.0813,1.27667,4.99129,20.1933,0.05,1.33721,1.65794,1.18664,0.05,0.05,1.20292,0.906144,0.05,2.57667,0.05,0.13108,0.0548258,0.31718,0.05,0.05,2.36667,0.05,0.161543,0.301011,0.233696,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
23,28.6933,0.05,0.05,0.05,0.05,0.580367,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.83459,0.05,0.05,0.221597,8.79541,0.05,1.38025,0.05,0.05,54.8333,0.05,13.051,0.809367,3.691,0.205008,0.274579,1.94484,0.81802,-9.5,4.85861,0.188729,0.345327,0.13583,0.05,0.238106,0.237448,0.05,0.459085,0.308318,1.69996,0.05,10.4958,3.40031,0.05,0.05,0.05,6.40197,5.18125,7.14333,2.92694,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,11.4533,0.05,0.05,12.8517,5.34,0.847955,2.83755,2.95737,4.68913,2.25146,3.95039,1.0865,4.11462,2.67313,0.876609,0.743557,2.62863,5.48207,0.309923,1.29274,1.93205,0.3,1.28,0.25274,0.89347,0.05,0.05,1.13744,0.369013,0.276087,1.04125,0.4,1.94355,1.97896,4.71454,0.829753,3.66111,1.22979,0.05,0.52409,5.46667,0.05,0.594151,0.808723,0.345516,0.05,0.648623,0.05,0.63901,0.314836,0.421451,0.238663,5.2773,0.755375,3.84483,0.378426,0.15265,1.12955,0.05,1.20134,1.58612,0.05,1.52057,0.05,35.01,2.1382,2.59618,1.07567,4.69755,20.1567,0.05,1.33721,1.73714,1.18664,0.05,0.05,1.20292,0.906144,0.05,2.55333,0.05,0.13108,0.0548258,0.316447,0.05,0.05,2.43667,0.05,0.170624,0.317931,0.253792,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
24,28.73,0.05,0.05,0.05,0.05,0.574904,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.08753,0.05,0.05,0.233175,14.5114,0.05,2.27209,0.05,0.05,57.4667,0.05,4.52074,0.800502,3.50471,0.204271,0.268221,13.9911,5.88482,-9.5,4.72623,0.188729,0.345327,0.13583,0.05,0.234857,0.237448,0.05,0.509691,0.308318,2.03799,0.05,11.3913,3.69044,0.05,0.05,0.05,6.94822,5.62334,7.75284,3.17669,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,10.4433,0.05,0.05,13.6669,5.34,0.627353,3.01753,3.14494,4.98654,2.39426,4.20094,1.22833,4.37559,2.84267,0.991044,0.840623,3.42529,7.14352,0.311543,1.68453,2.51759,0.3,1.28,0.25274,0.89347,0.05,0.05,1.13744,0.369013,0.276087,1.04125,0.4,2.34439,2.3871,5.68686,0.788198,4.41618,8.8471,0.05,0.585119,4.89333,0.05,0.663339,0.902897,0.349415,0.05,0.724153,0.05,0.713421,0.351498,0.419001,0.266454,5.27443,0.843336,3.78012,0.422492,0.15265,1.25406,0.05,1.33377,1.76096,0.05,1.68819,0.05,34.98,2.56337,3.11242,1.28956,5.09837,20.2067,0.05,1.40183,1.76124,1.24399,0.05,0.05,1.26105,0.949935,0.05,2.55667,0.05,0.13108,0.0548258,0.315602,0.05,0.05,2.43667,0.05,0.190493,0.354954,0.265548,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
25,28.7867,0.05,0.05,0.05,0.05,0.587157,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.06441,0.05,0.05,0.235845,20.328,0.05,3.18281,0.05,0.05,47.2667,0.05,0.514618,0.786809,3.37471,0.204637,0.265509,21.5826,9.07784,-9.5,4.38011,0.05,0.0776142,0.05,0.05,0.232689,0.0533678,0.05,0.46739,0.0692962,1.97008,0.05,15.5272,5.03032,0.05,0.05,0.05,9.47089,7.66499,10.5676,4.33004,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,9.44,0.05,0.05,12.5163,5.34,0.526003,2.7635,2.88018,4.56675,2.1927,3.84729,1.1146,4.00723,2.60336,0.89928,0.762787,3.35247,6.99166,0.303673,1.64872,2.46407,0.3,1.28,0.25274,0.89347,0.05,0.05,1.13744,0.369013,0.276087,1.04125,0.4,1.86997,1.90404,4.53605,0.751528,3.5225,13.6474,0.05,0.632036,4.90333,0.05,0.716528,0.975295,0.341834,0.05,0.782219,0.05,0.770626,0.379682,0.426528,0.28782,4.9916,0.910958,3.56654,0.456369,0.05,1.14998,0.05,1.22307,1.61481,0.05,1.54808,0.05,34.9567,2.47795,3.00871,1.24659,6.94943,20.1667,0.05,1.50693,1.7538,1.33726,0.05,0.05,1.3556,1.02116,0.05,2.58,0.05,0.13108,0.0548258,0.311817,0.05,0.05,2.42333,0.05,0.205767,0.383415,0.269444,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
